ID,Tahun,Nama_Negara,Wilayah,Jenis_Tanaman,Total_Curah_Hujan_mm,Emisi_CO2_JT_Ton,Hasil_Panen_Ton_per_HA,Kejadian_Cuaca_Ekstrim,Akses_Irigasi,Penggunaan_Pestisida_KG_per_HA,Penggunaan_Pupuk_KG_per_HA,Indeks_Kesehatan_Tanah,Strategi_Adaptasi,Suhu_Rata_Rata_C
3293,1991,Brazil,North,Corn,2160.93,3.12,2.13,4,26.25,17.02,58.6,74.0,Manajemen Air,10.88
4836,1991,Brazil,North,Corn,200.17,18.44,1.332,0,78.34,27.38,19.47,89.71,Manajemen Air,24.37
4969,1991,Brazil,North,Corn,1448.23,27.87,4.14,6,21.66,39.74,89.05,65.69,Manajemen Air,19.83
2265,1991,Brazil,North,Fruits,1251.43,28.72,2.241,4,85.85,18.26,89.93,86.58,Rotasi Tanaman,5.27
6844,1991,Brazil,North,Soybeans,2604.59,28.07,2.052,6,68.22,2.16,56.1,53.85,Tanpa Adaptasi,21.3
97,1991,Brazil,North,Vegetables,1729.85,3.19,0.84,7,10.39,17.04,84.92,85.94,Tanaman Tahan Kekeringan,21.98
4568,1991,Brazil,North,Vegetables,2400.5,24.64,1.89,10,94.33,26.2,58.73,78.86,Manajemen Air,5.67
3000,1991,Brazil,North,Wheat,1068.61,4.12,1.76,4,95.83,5.92,34.56,97.49,Manajemen Air,-4.56
6136,1991,Brazil,North,Wheat,1897.53,5.6,1.81,8,86.35,38.24,59.39,97.38,Tanaman Tahan Kekeringan,27.63
7125,1991,Brazil,North,Wheat,888.06,6.27,3.24,10,66.17,18.72,64.95,40.28,Tanaman Tahan Kekeringan,30.72
2639,1991,Brazil,Northeast,Cotton,1517.32,24.31,3.555,5,26.41,36.95,77.91,52.41,Manajemen Air,18.47
249,1991,Brazil,Northeast,Fruits,1646.83,5.77,1.86,6,65.89,2.99,67.22,36.67,Manajemen Air,-2.43
1412,1991,Brazil,Northeast,Sugarcane,2587.44,10.69,1.33,7,39.16,45.43,93.32,84.29,Manajemen Air,-2.67
5033,1991,Brazil,Northeast,Sugarcane,427.79,10.58,1.368,5,92.38,0.49,43.97,76.19,Manajemen Air,2.23
5904,1991,Brazil,Northeast,Wheat,1382.86,21.79,2.772,6,79.09,40.21,92.11,45.94,Tanpa Adaptasi,29.29
6418,1991,Brazil,Northeast,Wheat,407.81,6.74,0.891,3,87.05,18.58,54.93,77.36,Tanpa Adaptasi,28.03
4508,1991,Brazil,South,Barley,1263.9,5.53,1.35,0,39.57,45.74,6.84,82.02,Rotasi Tanaman,-3.52
4783,1991,Brazil,South,Soybeans,1418.63,29.73,3.204,1,50.9,1.27,35.11,35.88,Pertanian Organik,22.22
5197,1991,Brazil,Southeast,Corn,2343.65,4.05,3.4,10,73.34,47.12,87.43,90.33,Manajemen Air,28.37
364,1991,Brazil,Southeast,Cotton,2050.5,23.24,0.477,1,78.38,12.6,98.2,95.79,Manajemen Air,-1.17
7758,1991,Brazil,Southeast,Soybeans,1377.55,1.92,2.88,6,27.14,4.58,76.14,84.86,Manajemen Air,0.16
6800,1991,Brazil,Southeast,Sugarcane,2110.9,12.01,0.7,3,19.3,16.89,29.95,74.84,Tanpa Adaptasi,9.13
3760,1992,Brazil,North,Coffee,1399.34,27.87,1.215,7,91.55,32.06,65.81,80.17,Tanaman Tahan Kekeringan,1.71
382,1992,Brazil,North,Corn,272.7,1.14,0.765,1,40.15,33.09,14.42,41.79,Rotasi Tanaman,20.59
3495,1992,Brazil,North,Rice,692.42,25.05,0.927,2,54.47,8.3,34.78,77.55,Rotasi Tanaman,-1.79
4126,1992,Brazil,North,Soybeans,1949.15,22.08,3.015,2,97.89,44.62,18.73,96.41,Pertanian Organik,11.53
1386,1992,Brazil,North,Sugarcane,1823.26,10.72,1.92,10,69.23,6.5,55.32,40.1,Tanpa Adaptasi,30.8
511,1992,Brazil,North,Vegetables,248.16,5.69,0.6030000000000001,6,43.55,35.29,15.06,92.66,Tanaman Tahan Kekeringan,-3.75
7172,1992,Brazil,Northeast,Barley,2522.83,22.58,1.584,1,65.29,4.89,70.95,64.63,Tanpa Adaptasi,34.07
7299,1992,Brazil,Northeast,Cotton,771.18,1.05,3.95,0,91.47,9.3,11.28,43.4,Rotasi Tanaman,24.42
694,1992,Brazil,Northeast,Rice,2273.81,13.34,0.88,10,15.72,21.59,59.57,78.51,Manajemen Air,32.02
342,1992,Brazil,Northeast,Vegetables,1126.53,16.68,0.972,10,20.95,22.05,27.7,82.02,Tanaman Tahan Kekeringan,2.65
3361,1992,Brazil,South,Barley,1319.03,22.94,1.494,5,79.89,24.13,23.08,40.77,Rotasi Tanaman,31.22
581,1992,Brazil,South,Coffee,2912.46,25.83,2.079,0,90.98,40.07,29.17,93.57,Tanpa Adaptasi,18.8
4182,1992,Brazil,South,Cotton,2222.15,5.38,3.69,9,36.18,48.84,49.11,55.29,Pertanian Organik,16.03
2640,1992,Brazil,South,Rice,2339.05,1.77,2.31,2,82.68,43.59,42.7,54.24,Rotasi Tanaman,20.9
7822,1992,Brazil,South,Vegetables,1275.29,5.38,3.55,6,47.95,38.73,59.04,94.3,Tanaman Tahan Kekeringan,23.39
1207,1992,Brazil,South,Wheat,2288.68,21.11,1.845,10,48.1,17.62,38.04,47.58,Rotasi Tanaman,-4.32
5974,1992,Brazil,Southeast,Cotton,865.52,15.04,1.116,2,52.1,0.51,27.42,78.79,Tanaman Tahan Kekeringan,3.74
6012,1992,Brazil,Southeast,Cotton,2330.43,8.0,,8,90.81,47.48,12.02,70.05,Tanpa Adaptasi,22.3
56,1992,Brazil,Southeast,Rice,719.74,21.53,2.259,10,35.46,48.77,17.98,88.94,Tanpa Adaptasi,15.65
334,1992,Brazil,Southeast,Vegetables,2832.16,26.08,2.8080000000000003,5,93.87,14.45,14.93,87.91,Manajemen Air,20.08
299,1993,Brazil,North,Barley,303.7,20.0,2.619,3,28.56,12.88,86.06,57.46,Pertanian Organik,27.64
4131,1993,Brazil,North,Barley,428.15,12.91,2.142,10,,33.14,44.13,40.37,Pertanian Organik,11.55
3809,1993,Brazil,North,Rice,531.38,21.26,1.521,9,63.68,31.82,16.83,57.69,Tanpa Adaptasi,9.46
6676,1993,Brazil,North,Soybeans,1872.81,23.56,1.872,7,92.14,6.18,85.86,46.6,Rotasi Tanaman,4.65
5459,1993,Brazil,North,Vegetables,1585.93,2.32,1.96,5,30.46,1.76,72.43,42.91,Tanaman Tahan Kekeringan,-1.61
2194,1993,Brazil,North,Wheat,2910.07,7.41,0.66,2,80.12,26.73,63.88,87.5,Manajemen Air,-4.27
4148,1993,Brazil,Northeast,Sugarcane,1948.77,5.7,1.37,0,88.3,14.54,47.5,91.42,Manajemen Air,4.98
7226,1993,Brazil,Northeast,Sugarcane,2730.11,19.26,2.979,0,26.68,43.26,35.95,33.38,Tanaman Tahan Kekeringan,11.53
265,1993,Brazil,Northeast,Vegetables,1820.31,13.5,1.52,2,94.82,21.06,55.27,53.98,Manajemen Air,8.43
1095,1993,Brazil,Northeast,Wheat,2082.91,4.35,1.55,6,31.04,9.49,54.49,58.74,Tanaman Tahan Kekeringan,25.31
2834,1993,Brazil,Northeast,Wheat,1016.68,25.69,1.971,0,91.95,24.31,83.59,98.82,Manajemen Air,8.41
5153,1993,Brazil,Northeast,Wheat,1402.34,12.15,2.41,10,93.15,6.99,48.42,92.73,Tanpa Adaptasi,21.9
5887,1993,Brazil,Northeast,Wheat,2117.82,12.87,2.42,4,92.27,8.66,4.35,58.88,Tanpa Adaptasi,9.18
1422,1993,Brazil,South,Barley,,26.39,0.873,8,52.83,17.54,63.57,38.31,Pertanian Organik,7.12
1902,1993,Brazil,South,Barley,990.6,0.7,1.11,8,97.74,21.0,34.67,95.42,Pertanian Organik,31.16
7796,1993,Brazil,South,Coffee,1798.11,25.67,0.7200000000000001,10,70.68,48.0,59.41,99.51,Manajemen Air,9.32
1314,1993,Brazil,South,Corn,1661.77,12.42,3.55,1,89.58,20.35,76.91,72.31,Rotasi Tanaman,30.11
1467,1993,Brazil,South,Rice,1068.91,17.29,4.122,8,24.29,49.5,19.56,56.94,Rotasi Tanaman,12.45
3555,1993,Brazil,South,Sugarcane,573.74,25.62,1.989,2,24.55,1.41,70.76,34.46,Pertanian Organik,33.48
3063,1993,Brazil,South,Wheat,495.0,20.66,0.747,9,75.78,39.96,64.3,90.1,Tanaman Tahan Kekeringan,-4.17
520,1993,Brazil,Southeast,Coffee,569.82,17.37,1.818,1,,10.26,31.13,55.38,Tanaman Tahan Kekeringan,12.98
5948,1993,Brazil,Southeast,Coffee,2264.86,15.56,2.574,2,40.68,37.06,68.58,41.55,Pertanian Organik,11.87
2762,1993,Brazil,Southeast,Corn,663.3,7.95,3.29,2,46.22,20.01,80.34,48.82,Tanpa Adaptasi,13.18
3568,1993,Brazil,Southeast,Corn,1614.79,28.07,2.385,8,42.53,29.34,59.49,79.77,Tanpa Adaptasi,34.21
7686,1993,Brazil,Southeast,Cotton,2261.0,21.76,1.953,10,17.78,4.8,74.79,69.49,Tanpa Adaptasi,12.63
3769,1993,Brazil,Southeast,Fruits,1319.93,17.79,2.4120000000000004,8,49.34,47.64,50.7,46.39,Tanpa Adaptasi,17.19
341,1993,Brazil,Southeast,Rice,598.71,21.4,1.962,3,91.25,11.21,13.98,72.15,Tanaman Tahan Kekeringan,25.48
4494,1993,Brazil,Southeast,Rice,1723.52,22.54,2.493,0,10.68,23.12,13.56,53.97,Pertanian Organik,31.11
1886,1993,Brazil,Southeast,Sugarcane,1505.05,5.27,3.05,1,22.76,12.06,48.15,58.43,Tanaman Tahan Kekeringan,23.44
2612,1993,Brazil,Southeast,Vegetables,1520.13,7.21,1.97,8,48.59,40.33,43.87,84.65,Rotasi Tanaman,19.79
4296,1993,Brazil,Southeast,Vegetables,2783.75,12.44,1.45,7,55.12,30.57,97.17,92.31,Tanpa Adaptasi,5.09
7823,1994,Brazil,North,Corn,804.66,7.78,0.95,1,21.87,49.07,9.65,31.93,Tanaman Tahan Kekeringan,31.44
6610,1994,Brazil,North,Cotton,1079.11,1.41,0.91,10,64.74,33.85,16.0,36.65,Tanpa Adaptasi,9.91
6739,1994,Brazil,North,Cotton,2194.41,20.24,0.801,7,51.57,48.77,3.63,39.07,Manajemen Air,27.95
2333,1994,Brazil,North,Fruits,2235.27,1.06,1.13,9,28.49,15.28,64.96,97.18,Tanaman Tahan Kekeringan,29.77
6961,1994,Brazil,North,Rice,2467.08,1.49,0.79,7,22.83,3.86,32.37,96.73,Tanaman Tahan Kekeringan,0.62
2957,1994,Brazil,North,Sugarcane,803.5,21.6,2.394,0,50.48,30.57,9.58,94.22,Pertanian Organik,-4.22
725,1994,Brazil,North,Vegetables,1321.75,7.65,2.94,9,30.43,31.36,60.33,77.8,Pertanian Organik,21.64
2206,1994,Brazil,North,,742.13,1.24,3.53,10,32.67,2.83,60.63,79.38,Tanpa Adaptasi,28.38
1045,1994,Brazil,Northeast,Coffee,2413.23,28.33,2.565,5,16.32,45.27,64.64,75.81,Manajemen Air,10.61
7206,1994,Brazil,Northeast,Coffee,1727.19,25.02,2.196,10,56.59,28.61,72.83,94.26,Tanaman Tahan Kekeringan,16.42
2715,1994,Brazil,Northeast,Corn,1174.19,23.09,3.015,7,53.91,35.83,91.7,75.14,Manajemen Air,25.26
6544,1994,Brazil,Northeast,Corn,648.06,4.08,2.0,7,28.7,47.86,99.14,59.99,Pertanian Organik,4.33
6025,1994,Brazil,Northeast,Soybeans,1234.01,8.6,1.89,7,95.35,15.41,10.84,90.78,Tanpa Adaptasi,5.38
2533,1994,Brazil,South,Corn,1739.41,26.32,0.936,6,96.12,38.26,70.73,69.7,Tanpa Adaptasi,-3.84
6948,1994,Brazil,South,Rice,705.7,17.21,3.276,5,83.56,22.38,60.25,84.04,Rotasi Tanaman,21.45
7517,1994,Brazil,South,Vegetables,1025.42,25.02,0.9,0,99.54,0.97,22.35,89.78,Manajemen Air,29.82
2092,1994,Brazil,South,Wheat,910.32,7.5,2.93,6,84.68,36.13,73.07,79.61,Pertanian Organik,28.91
4914,1994,Brazil,South,,282.02,8.5,2.214,10,83.55,10.49,89.69,73.6,Manajemen Air,17.26
304,1994,Brazil,Southeast,Coffee,906.42,29.79,2.763,10,72.86,6.7,10.54,45.66,Tanaman Tahan Kekeringan,20.66
771,1994,Brazil,Southeast,Corn,1710.22,23.66,4.203,6,14.7,12.39,49.64,43.62,Manajemen Air,12.73
5377,1994,Brazil,Southeast,Corn,991.56,23.42,2.133,0,85.66,39.78,30.0,45.78,Tanaman Tahan Kekeringan,29.61
1823,1995,Brazil,North,Coffee,1446.6,11.56,4.0,10,67.18,20.41,46.97,49.94,Tanpa Adaptasi,33.76
2981,1995,Brazil,North,Rice,1502.93,10.33,1.28,5,41.87,18.92,40.14,66.0,Tanaman Tahan Kekeringan,31.99
3693,1995,Brazil,North,Rice,635.58,22.57,0.63,0,59.82,18.29,76.49,82.43,Rotasi Tanaman,-4.0
2435,1995,Brazil,North,Vegetables,1079.85,1.83,2.12,1,37.37,3.56,79.76,33.36,Pertanian Organik,-3.21
3332,1995,Brazil,North,,221.37,26.6,2.169,8,17.9,10.01,85.24,49.55,Rotasi Tanaman,-0.65
6126,1995,Brazil,North,,1188.34,4.89,2.93,8,77.5,30.14,49.27,58.42,Pertanian Organik,24.53
6929,1995,Brazil,Northeast,Barley,2785.25,24.29,1.575,5,17.13,28.94,21.61,46.73,Rotasi Tanaman,-2.35
4963,1995,Brazil,Northeast,Coffee,1908.73,14.7,1.1,4,39.89,22.96,38.0,39.66,Manajemen Air,32.86
3429,1995,Brazil,Northeast,Cotton,2653.64,1.76,2.75,0,44.54,8.8,36.33,34.05,Tanaman Tahan Kekeringan,23.3
4117,1995,Brazil,Northeast,Cotton,2459.91,12.02,3.59,0,66.09,25.02,17.86,74.83,Rotasi Tanaman,19.69
1555,1995,Brazil,Northeast,Fruits,1618.88,12.68,1.09,7,14.28,3.35,2.0,99.4,Tanpa Adaptasi,22.16
3983,1995,Brazil,Northeast,Fruits,1065.85,20.73,2.484,5,43.0,35.53,88.21,31.62,Tanpa Adaptasi,-2.18
6255,1995,Brazil,Northeast,Sugarcane,1783.12,27.44,2.529,9,76.5,28.64,23.97,76.9,Tanaman Tahan Kekeringan,-0.94
3957,1995,Brazil,South,Coffee,2181.06,24.53,0.765,8,41.42,46.35,32.41,67.76,Tanaman Tahan Kekeringan,24.55
3765,1995,Brazil,South,Corn,1934.47,20.3,2.763,3,57.53,48.06,94.62,34.52,Rotasi Tanaman,17.5
3550,1995,Brazil,South,Cotton,1063.82,15.25,0.756,9,37.28,10.79,17.16,50.36,Rotasi Tanaman,-0.55
2620,1995,Brazil,South,Fruits,,3.96,4.43,8,78.62,16.15,53.97,44.51,Tanaman Tahan Kekeringan,15.99
1349,1995,Brazil,South,Rice,2666.76,5.76,4.87,9,43.37,48.86,7.83,55.52,Tanpa Adaptasi,13.24
1623,1995,Brazil,South,Soybeans,890.92,15.29,0.756,1,12.51,10.41,3.4,91.81,Pertanian Organik,3.63
7923,1995,Brazil,South,Vegetables,2289.45,21.15,1.953,9,44.83,6.65,54.89,96.36,Tanaman Tahan Kekeringan,29.86
5789,1995,Brazil,South,,1349.06,16.71,2.034,3,32.01,11.44,38.19,58.22,Manajemen Air,17.69
396,1995,Brazil,Southeast,Cotton,619.08,4.03,2.95,3,62.01,13.28,18.77,42.99,Manajemen Air,6.41
5036,1996,Brazil,North,Barley,1039.71,0.78,3.71,1,47.73,23.92,96.07,68.22,Tanpa Adaptasi,13.81
7080,1996,Brazil,North,Cotton,1994.95,7.34,0.51,9,38.27,47.18,6.91,80.02,Manajemen Air,2.5
5614,1996,Brazil,North,Fruits,1256.32,18.44,2.898,5,92.39,38.57,67.76,93.62,Tanpa Adaptasi,12.55
59,1996,Brazil,North,Sugarcane,273.85,29.7,2.52,5,14.9,20.56,53.87,64.79,Pertanian Organik,12.54
1803,1996,Brazil,North,Sugarcane,1509.68,20.67,3.4290000000000003,10,28.71,25.3,52.48,63.51,Manajemen Air,25.31
2549,1996,Brazil,North,Vegetables,2660.38,11.69,2.17,2,17.01,49.15,68.6,71.87,Pertanian Organik,2.31
4185,1996,Brazil,North,,1768.55,1.48,2.47,10,51.14,34.41,72.52,42.93,Manajemen Air,15.43
6499,1996,Brazil,Northeast,Corn,2364.04,28.46,1.26,4,76.69,39.09,56.39,52.65,Tanaman Tahan Kekeringan,23.16
3210,1996,Brazil,Northeast,Sugarcane,453.23,0.76,0.855,5,60.71,47.96,57.53,36.12,Tanaman Tahan Kekeringan,5.86
7036,1996,Brazil,Northeast,Sugarcane,272.54,20.62,3.4650000000000003,0,95.61,10.01,56.33,35.86,Pertanian Organik,26.4
5385,1996,Brazil,Northeast,Vegetables,506.66,5.65,0.62,8,99.97,39.75,77.3,54.36,Tanaman Tahan Kekeringan,-0.46
4252,1996,Brazil,South,Barley,1029.44,16.9,1.683,1,23.7,40.87,17.73,74.76,Pertanian Organik,28.2
6353,1996,Brazil,South,Corn,1001.89,3.07,2.95,10,40.44,34.15,33.58,34.49,Pertanian Organik,8.19
3946,1996,Brazil,South,Cotton,572.52,6.81,2.78,2,45.22,33.49,89.6,71.61,Tanaman Tahan Kekeringan,25.49
1588,1996,Brazil,South,Rice,247.44,8.42,2.52,2,52.69,6.56,10.86,56.99,Manajemen Air,34.76
5723,1996,Brazil,South,Rice,1285.67,4.71,,1,45.14,8.78,39.17,51.08,Rotasi Tanaman,15.57
1843,1996,Brazil,South,Soybeans,2554.86,0.82,2.58,10,19.47,46.21,77.33,79.53,Tanaman Tahan Kekeringan,-4.37
3536,1996,Brazil,South,Sugarcane,2715.28,19.54,1.629,0,79.03,14.08,54.13,44.9,Manajemen Air,6.33
7780,1996,Brazil,South,Sugarcane,,24.69,1.836,1,62.83,20.68,92.58,64.55,Rotasi Tanaman,22.47
570,1996,Brazil,South,Wheat,2059.61,3.38,2.42,6,31.8,16.55,44.63,61.79,Pertanian Organik,14.86
2457,1996,Brazil,South,Wheat,1548.65,8.13,2.17,7,36.16,14.13,35.49,67.16,Tanpa Adaptasi,15.2
4362,1996,Brazil,South,,514.2,17.93,0.7020000000000001,10,28.48,43.42,78.74,92.18,Manajemen Air,7.5
6503,1996,Brazil,Southeast,Barley,2548.29,19.71,3.06,6,85.88,42.6,75.47,34.09,Tanpa Adaptasi,29.5
2348,1996,Brazil,Southeast,Corn,2910.16,18.28,2.4480000000000004,2,69.88,26.33,44.74,43.15,Tanaman Tahan Kekeringan,3.27
6308,1996,Brazil,Southeast,Corn,1045.81,15.46,3.132,0,71.69,1.54,94.64,98.93,Rotasi Tanaman,25.87
497,1997,Brazil,North,Barley,2001.52,25.67,0.459,6,13.5,15.71,54.22,90.93,Tanaman Tahan Kekeringan,5.95
1331,1997,Brazil,North,Cotton,665.03,13.08,3.08,0,60.85,34.32,46.18,86.93,Tanaman Tahan Kekeringan,34.97
1592,1997,Brazil,North,Vegetables,2706.76,19.85,2.07,3,82.29,1.29,72.6,73.37,Tanaman Tahan Kekeringan,23.12
1574,1997,Brazil,North,Wheat,2119.79,29.3,1.998,4,88.39,29.36,36.45,37.99,Manajemen Air,13.1
5015,1997,Brazil,Northeast,Barley,1353.01,9.94,3.73,3,76.6,1.18,34.4,63.28,Manajemen Air,28.18
7687,1997,Brazil,Northeast,Barley,452.74,16.44,2.16,5,81.75,13.14,47.37,88.46,Manajemen Air,3.02
7975,1997,Brazil,Northeast,Coffee,2190.64,9.73,3.74,0,50.61,14.53,4.28,54.6,Manajemen Air,24.04
5394,1997,Brazil,Northeast,Corn,1872.06,25.68,2.169,7,22.1,45.4,47.28,71.96,Tanaman Tahan Kekeringan,3.88
5724,1997,Brazil,Northeast,Cotton,2165.52,8.19,1.79,8,27.94,24.08,36.52,60.6,Manajemen Air,-2.99
4611,1997,Brazil,Northeast,Rice,1634.32,29.55,2.754,5,29.84,48.57,3.21,30.18,Tanpa Adaptasi,17.45
3716,1997,Brazil,Northeast,Vegetables,1774.94,21.31,1.827,1,73.48,22.87,44.33,96.72,Pertanian Organik,30.59
785,1997,Brazil,South,Coffee,1417.94,5.23,3.49,9,87.22,6.06,60.17,42.91,Tanpa Adaptasi,16.82
7101,1998,Brazil,North,Barley,2369.88,4.86,2.69,0,74.84,9.57,68.72,77.74,Manajemen Air,14.4
1166,1998,Brazil,North,Corn,945.19,3.65,1.26,2,88.68,24.96,10.74,43.48,Rotasi Tanaman,33.34
1801,1998,Brazil,North,Corn,2741.73,7.16,4.19,0,46.41,6.55,3.19,43.81,Tanpa Adaptasi,13.41
6770,1998,Brazil,North,Corn,259.47,12.5,3.456,10,94.25,4.27,5.27,62.81,Rotasi Tanaman,21.63
7078,1998,Brazil,North,Corn,1800.58,20.17,1.899,1,29.54,32.58,0.08,52.74,Tanaman Tahan Kekeringan,18.48
509,1998,Brazil,North,Cotton,1424.18,18.82,1.467,0,,0.3,48.61,86.98,Tanaman Tahan Kekeringan,21.02
6278,1998,Brazil,North,Fruits,486.79,16.91,2.8800000000000003,7,41.67,3.12,72.87,45.56,Manajemen Air,16.5
6571,1998,Brazil,North,Fruits,2905.52,11.26,2.85,1,85.19,22.65,33.92,92.02,Manajemen Air,30.02
7841,1998,Brazil,North,Rice,1012.38,5.44,2.19,6,21.47,11.11,33.96,32.29,Manajemen Air,30.58
3363,1998,Brazil,North,Soybeans,2932.16,5.67,0.89,8,85.61,18.06,98.43,87.92,Rotasi Tanaman,7.49
5818,1998,Brazil,North,Vegetables,1031.08,19.54,1.323,0,18.43,23.1,56.39,47.68,Manajemen Air,33.25
814,1998,Brazil,Northeast,Cotton,1147.78,4.27,2.53,2,30.08,37.57,3.87,42.78,Tanaman Tahan Kekeringan,19.95
2390,1998,Brazil,Northeast,Fruits,2549.02,5.1,2.42,2,73.56,5.65,81.49,62.87,Rotasi Tanaman,3.75
6699,1998,Brazil,Northeast,Sugarcane,1249.29,3.32,1.8,9,20.69,28.13,33.34,89.1,Rotasi Tanaman,8.37
4503,1998,Brazil,Northeast,Wheat,576.25,23.49,3.654,7,69.52,24.3,62.02,89.57,Pertanian Organik,17.37
6682,1998,Brazil,South,Fruits,1329.74,18.69,2.043,1,41.96,45.23,39.1,76.98,Rotasi Tanaman,27.65
7225,1998,Brazil,South,Rice,1970.45,13.89,1.93,2,41.49,16.31,94.79,55.36,Tanaman Tahan Kekeringan,28.86
2629,1998,Brazil,South,Sugarcane,1075.2,6.65,1.7,8,43.75,24.48,5.23,90.96,Manajemen Air,8.96
2317,1998,Brazil,South,Wheat,2969.51,13.77,3.54,10,73.43,21.97,6.07,80.27,Rotasi Tanaman,26.42
5903,1998,Brazil,South,Wheat,672.66,9.54,2.71,7,,30.14,40.75,69.59,Manajemen Air,29.39
5398,1998,Brazil,Southeast,Barley,2118.96,23.26,4.104,6,93.75,14.91,9.75,99.13,Manajemen Air,11.95
1945,1998,Brazil,Southeast,Corn,1320.73,15.6,3.0690000000000004,3,38.24,24.53,19.99,75.54,Pertanian Organik,34.78
1817,1998,Brazil,Southeast,Fruits,2056.97,2.53,3.02,3,19.15,21.44,9.81,77.78,Manajemen Air,30.16
2287,1998,Brazil,Southeast,Soybeans,1977.38,1.78,3.47,8,99.24,45.72,74.52,43.44,Pertanian Organik,21.45
3330,1999,Brazil,North,Barley,1539.67,0.85,1.94,3,23.29,37.79,7.88,86.42,Tanpa Adaptasi,1.57
3701,1999,Brazil,North,Coffee,1422.72,25.57,1.746,10,71.13,15.49,28.02,59.47,Tanaman Tahan Kekeringan,2.88
319,1999,Brazil,North,Corn,345.67,16.45,0.63,0,91.94,37.81,19.72,85.48,Tanaman Tahan Kekeringan,5.52
2023,1999,Brazil,North,Cotton,1174.64,0.5,1.48,1,66.21,42.48,31.22,88.39,Pertanian Organik,27.18
6007,1999,Brazil,North,Fruits,2322.92,23.23,2.619,5,82.64,11.61,27.7,75.52,Tanpa Adaptasi,1.41
810,1999,Brazil,North,Soybeans,876.98,17.18,2.439,6,73.82,40.9,31.51,68.47,Rotasi Tanaman,8.54
6409,1999,Brazil,North,Soybeans,2670.57,16.98,2.511,6,81.26,34.16,81.07,32.2,Manajemen Air,14.96
4456,1999,Brazil,North,Vegetables,1723.84,14.81,2.44,10,75.99,26.98,19.31,63.95,Rotasi Tanaman,7.5
7135,1999,Brazil,North,Vegetables,2376.93,15.59,2.07,5,68.77,28.13,82.14,74.71,Pertanian Organik,-0.06
2114,1999,Brazil,Northeast,Corn,1011.56,28.33,,1,11.78,36.1,97.83,61.65,Tanpa Adaptasi,6.61
4489,1999,Brazil,Northeast,Corn,2517.6,4.54,1.3,10,51.61,26.1,39.02,57.35,Manajemen Air,27.13
5478,1999,Brazil,Northeast,Corn,2101.23,26.62,2.529,1,17.19,10.71,97.82,91.97,Pertanian Organik,12.0
7008,1999,Brazil,Northeast,Soybeans,1315.09,3.82,3.93,3,88.74,22.67,21.2,74.89,Tanpa Adaptasi,12.9
1503,1999,Brazil,Northeast,Sugarcane,2133.97,2.53,1.05,5,87.52,49.63,26.83,97.15,Rotasi Tanaman,-2.76
