ID,Tahun,Nama_Negara,Wilayah,Jenis_Tanaman,Total_Curah_Hujan_mm,Emisi_CO2_JT_Ton,Hasil_Panen_Ton_per_HA,Kejadian_Cuaca_Ekstrim,Akses_Irigasi,Penggunaan_Pestisida_KG_per_HA,Penggunaan_Pupuk_KG_per_HA,Indeks_Kesehatan_Tanah,Strategi_Adaptasi,Suhu_Rata_Rata_C
3337,1992,Nigeria,'North Central',Cotton,1835.93,25.26,1.647,5,94.13,41.03,51.49,84.56,Manajemen Air,14.76
7176,1992,Nigeria,'North Central',Sugarcane,864.16,18.41,,2,69.6,32.2,64.44,54.36,Tanpa Adaptasi,31.62
2331,1992,Nigeria,'North Central',Wheat,969.88,2.15,2.01,1,57.96,21.1,55.61,30.49,Tanaman Tahan Kekeringan,0.52
3839,1992,Nigeria,'North Central',Wheat,2010.36,18.27,1.899,6,36.4,9.61,2.5,66.92,Pertanian Organik,25.22
6971,1992,Nigeria,'North Central',Wheat,860.56,14.59,3.71,1,97.21,22.06,15.64,47.97,Tanpa Adaptasi,33.5
2008,1992,Nigeria,'North West',Cotton,2217.23,25.29,2.889,6,87.19,20.0,7.79,60.7,Pertanian Organik,18.13
5812,1992,Nigeria,'North West',Cotton,368.81,2.39,0.747,5,91.39,48.24,70.2,88.73,Tanaman Tahan Kekeringan,2.12
6205,1992,Nigeria,'North West',Rice,1926.07,3.16,0.63,4,10.06,47.92,27.56,48.04,Rotasi Tanaman,-2.07
5938,1992,Nigeria,'North West',Soybeans,1178.25,26.66,1.872,8,54.3,28.24,21.91,98.14,Tanaman Tahan Kekeringan,18.64
1297,1992,Nigeria,'North West',Sugarcane,2225.61,7.29,3.42,7,90.08,1.93,50.94,85.8,Pertanian Organik,19.12
4913,1992,Nigeria,'North West',Sugarcane,2648.64,14.86,4.35,10,78.31,39.05,62.15,43.02,Pertanian Organik,15.27
5247,1992,Nigeria,'North West',Sugarcane,2067.98,20.26,2.871,8,63.9,34.27,20.66,53.07,Rotasi Tanaman,13.02
7884,1992,Nigeria,'North West',Sugarcane,2802.8,28.59,0.999,6,94.15,13.27,64.03,73.17,Pertanian Organik,20.8
3239,1992,Nigeria,'North West',Wheat,206.26,25.94,3.177,8,17.59,46.22,26.39,47.93,Tanaman Tahan Kekeringan,28.22
2767,1992,Nigeria,'South East',Fruits,1828.17,2.23,3.05,7,52.36,48.58,40.35,44.37,Rotasi Tanaman,34.73
2907,1992,Nigeria,'South East',Sugarcane,2372.27,12.79,1.78,3,96.64,29.17,32.67,75.35,Manajemen Air,4.56
6833,1992,Nigeria,'South East',Sugarcane,882.62,29.08,0.909,2,,43.57,49.75,51.73,Tanpa Adaptasi,8.97
1231,1992,Nigeria,'South East',Wheat,2581.98,16.75,3.807,9,10.86,6.04,81.96,95.99,Manajemen Air,17.17
6139,1992,Nigeria,'South West',Barley,1577.94,19.87,2.529,0,96.38,0.79,99.23,39.11,Rotasi Tanaman,1.73
6165,1992,Nigeria,'South West',Barley,2373.68,10.81,0.96,2,41.91,44.95,45.93,71.84,Manajemen Air,5.95
874,1992,Nigeria,'South West',Corn,1504.88,2.56,1.29,1,49.99,39.86,65.47,50.01,Rotasi Tanaman,1.4
5253,1992,Nigeria,'South West',Corn,2089.93,23.05,1.332,1,55.66,46.21,88.83,72.12,Manajemen Air,2.31
5715,1992,Nigeria,'South West',Corn,2980.53,2.11,1.21,9,27.24,21.54,14.31,49.42,Tanpa Adaptasi,1.09
885,1992,Nigeria,'South West',Cotton,1644.2,7.33,3.03,3,52.58,5.65,29.82,46.29,Pertanian Organik,34.55
4995,1992,Nigeria,'South West',Fruits,388.85,9.5,2.367,5,,39.97,17.32,80.83,Tanaman Tahan Kekeringan,23.74
7970,1992,Nigeria,'South West',Fruits,2035.07,3.42,1.73,8,18.16,39.48,88.67,72.33,Rotasi Tanaman,8.33
7284,1992,Nigeria,'South West',Rice,2254.67,10.83,3.03,7,97.72,40.79,67.28,67.12,Pertanian Organik,15.53
1909,1992,Nigeria,'South West',Soybeans,1590.84,14.11,3.85,8,74.73,30.89,76.55,75.29,Pertanian Organik,23.28
5184,1993,Nigeria,'North Central',Barley,1042.79,29.0,0.5850000000000001,0,58.97,46.16,8.58,46.36,Rotasi Tanaman,0.39
7702,1993,Nigeria,'North Central',Coffee,472.15,27.52,2.61,4,66.97,27.28,55.59,89.61,Tanpa Adaptasi,8.66
5707,1993,Nigeria,'North Central',Cotton,2103.81,13.49,3.77,10,20.58,20.72,99.8,97.43,Tanaman Tahan Kekeringan,23.28
3147,1993,Nigeria,'North Central',Soybeans,2881.35,5.24,1.85,6,82.51,23.94,85.27,43.42,Tanaman Tahan Kekeringan,8.35
2208,1993,Nigeria,'North West',Rice,2123.63,3.37,1.5,10,73.54,36.15,21.27,81.22,Rotasi Tanaman,27.75
2922,1993,Nigeria,'North West',Soybeans,2780.02,20.88,1.917,9,,17.48,7.16,60.97,Pertanian Organik,0.54
5339,1993,Nigeria,'North West',Soybeans,,1.67,3.68,7,57.68,23.69,6.13,39.51,Tanaman Tahan Kekeringan,20.53
6252,1993,Nigeria,'South East',Barley,1916.54,27.86,2.538,7,86.8,11.72,63.73,91.64,Tanaman Tahan Kekeringan,16.52
7326,1993,Nigeria,'South East',Cotton,773.77,9.86,2.84,10,61.49,16.61,92.62,66.51,Pertanian Organik,-0.72
7673,1993,Nigeria,'South East',Cotton,2999.67,17.76,1.629,7,25.88,18.28,95.1,36.87,Manajemen Air,19.25
2850,1993,Nigeria,'South East',Rice,2835.77,16.41,1.989,3,97.54,26.05,29.54,79.59,Pertanian Organik,19.22
7752,1993,Nigeria,'South East',Soybeans,1244.81,3.75,2.67,7,72.65,26.16,37.66,92.29,Manajemen Air,4.28
4198,1993,Nigeria,'South West',Barley,1264.03,0.68,1.62,7,39.45,40.4,81.32,64.65,Pertanian Organik,18.44
5285,1993,Nigeria,'South West',Coffee,1754.02,15.34,1.197,3,29.24,44.24,39.17,50.2,Pertanian Organik,24.03
282,1993,Nigeria,'South West',Fruits,854.02,7.27,2.86,9,98.03,18.45,94.22,83.3,Pertanian Organik,32.78
3404,1993,Nigeria,'South West',Rice,2775.29,20.83,1.827,4,83.35,8.62,83.78,48.72,Tanpa Adaptasi,-0.57
146,1993,Nigeria,'South West',Soybeans,1004.29,1.62,0.91,7,73.85,39.65,26.3,52.73,Tanpa Adaptasi,34.81
3878,1993,Nigeria,'South West',Wheat,2829.1,23.86,2.8440000000000003,5,31.72,33.74,93.84,62.26,Pertanian Organik,32.58
7034,1994,Nigeria,'North Central',Barley,1297.71,9.68,,3,80.42,9.63,91.14,55.34,Tanaman Tahan Kekeringan,-3.37
2090,1994,Nigeria,'North Central',Corn,290.15,1.67,2.385,4,69.18,29.61,8.7,61.75,Pertanian Organik,32.06
5554,1994,Nigeria,'North Central',Soybeans,2390.1,13.81,2.1,3,16.56,2.09,74.08,32.85,Tanpa Adaptasi,-1.54
3775,1994,Nigeria,'North Central',Sugarcane,1399.07,17.11,2.421,0,21.78,16.22,69.29,65.31,Tanaman Tahan Kekeringan,29.95
1301,1994,Nigeria,'North West',Barley,2789.99,1.95,1.83,1,19.74,33.2,25.17,68.44,Tanpa Adaptasi,1.96
2727,1994,Nigeria,'North West',Corn,1249.56,20.06,2.3760000000000003,9,99.44,20.13,16.93,72.22,Pertanian Organik,14.7
928,1994,Nigeria,'North West',Rice,2627.47,12.27,2.26,1,55.12,34.84,68.57,74.85,Rotasi Tanaman,-3.45
2794,1994,Nigeria,'North West',Soybeans,797.71,16.09,1.539,8,20.63,28.05,69.24,35.59,Rotasi Tanaman,26.27
816,1994,Nigeria,'North West',Sugarcane,,21.93,3.339,4,92.27,42.7,15.26,44.63,Rotasi Tanaman,27.2
5943,1994,Nigeria,'North West',Sugarcane,811.34,9.2,1.24,3,93.94,0.2,50.23,48.67,Tanaman Tahan Kekeringan,27.72
6383,1994,Nigeria,'North West',Sugarcane,2678.44,2.54,1.86,0,23.5,4.26,84.26,86.37,Manajemen Air,15.78
479,1994,Nigeria,'North West',Wheat,755.82,6.88,2.39,7,41.49,28.62,96.27,58.63,Tanpa Adaptasi,8.82
7251,1994,Nigeria,'North West',Wheat,1548.31,3.39,2.84,8,27.21,33.2,1.97,65.61,Manajemen Air,25.43
1197,1994,Nigeria,'South East',Barley,2461.41,13.82,5.0,4,52.96,39.65,57.86,79.01,Pertanian Organik,12.15
6874,1994,Nigeria,'South East',Barley,905.84,18.95,0.5040000000000001,3,57.4,41.06,53.26,66.34,Pertanian Organik,-1.5
6692,1994,Nigeria,'South East',Coffee,1142.65,20.15,0.909,7,64.89,42.59,67.97,56.66,Tanpa Adaptasi,33.41
4555,1994,Nigeria,'South East',Corn,2884.15,23.54,0.666,3,39.62,41.85,62.26,96.52,Tanaman Tahan Kekeringan,8.99
3645,1994,Nigeria,'South East',Cotton,622.38,13.77,2.44,5,61.03,28.31,18.4,46.84,Pertanian Organik,13.68
4486,1994,Nigeria,'South East',Fruits,2383.93,5.98,2.27,5,73.05,17.49,4.04,88.31,Tanpa Adaptasi,34.84
5441,1994,Nigeria,'South East',Fruits,811.1,18.58,3.996,3,19.58,32.75,72.47,67.28,Pertanian Organik,13.78
6962,1994,Nigeria,'South East',Soybeans,792.43,28.02,1.881,1,50.3,31.77,5.03,89.23,Manajemen Air,13.29
3736,1994,Nigeria,'South East',Vegetables,957.49,12.72,2.46,9,21.89,28.91,43.58,71.0,Rotasi Tanaman,11.47
689,1994,Nigeria,'South East',Wheat,560.59,1.33,1.43,10,72.86,27.79,95.03,95.92,Tanpa Adaptasi,7.29
7268,1994,Nigeria,'South West',Barley,386.71,4.31,1.683,4,46.88,17.74,66.89,87.81,Manajemen Air,23.46
3473,1994,Nigeria,'South West',Coffee,2742.35,2.0,0.64,7,84.86,42.08,86.27,57.0,Manajemen Air,2.1
4687,1994,Nigeria,'South West',Coffee,1414.18,16.42,1.368,7,46.89,16.31,14.45,95.23,Tanaman Tahan Kekeringan,8.9
5580,1994,Nigeria,'South West',Corn,1823.6,24.51,1.773,5,27.33,40.57,5.68,34.51,Tanaman Tahan Kekeringan,24.4
3835,1994,Nigeria,'South West',Rice,2485.02,10.18,1.96,2,67.54,16.38,1.32,72.98,Manajemen Air,2.15
1179,1994,Nigeria,'South West',Sugarcane,2360.84,17.99,1.1880000000000002,6,76.07,37.29,36.6,84.48,Manajemen Air,6.46
3837,1994,Nigeria,'South West',Sugarcane,2355.14,18.13,3.042,1,69.52,7.38,61.32,44.33,Pertanian Organik,31.32
5386,1994,Nigeria,'South West',Vegetables,1525.4,21.38,1.773,9,86.3,12.22,98.16,99.38,Tanaman Tahan Kekeringan,31.89
3236,1995,Nigeria,'North Central',Coffee,961.7,5.76,1.59,9,13.39,2.63,31.04,45.37,Pertanian Organik,0.12
6318,1995,Nigeria,'North Central',Corn,1914.26,15.54,1.107,6,48.5,40.4,43.42,82.93,Tanpa Adaptasi,34.8
1083,1995,Nigeria,'North Central',Cotton,1699.59,12.63,3.42,7,25.71,18.76,33.69,69.25,Rotasi Tanaman,14.14
1794,1995,Nigeria,'North Central',Fruits,1185.54,14.99,3.35,2,50.59,46.13,75.53,58.97,Rotasi Tanaman,18.36
3180,1995,Nigeria,'North Central',Fruits,2070.22,25.88,2.763,1,55.96,25.79,67.71,66.17,Tanaman Tahan Kekeringan,16.16
2887,1995,Nigeria,'North Central',Rice,1743.85,16.51,2.493,3,59.3,22.78,13.92,67.45,Rotasi Tanaman,23.97
7146,1995,Nigeria,'North Central',Wheat,2946.62,3.76,3.56,3,58.28,15.22,7.32,74.66,Rotasi Tanaman,32.51
3106,1995,Nigeria,'North West',Barley,1979.4,6.66,2.88,4,18.08,27.06,87.43,51.43,Tanaman Tahan Kekeringan,18.64
4818,1995,Nigeria,'North West',Fruits,2230.13,23.35,1.773,2,36.74,11.93,39.17,76.42,Pertanian Organik,8.19
2338,1995,Nigeria,'North West',Rice,2753.27,11.79,3.42,7,82.57,28.89,1.6,42.59,Pertanian Organik,21.92
5376,1995,Nigeria,'North West',Rice,2094.03,12.94,1.43,0,49.75,22.2,93.07,36.33,Rotasi Tanaman,5.98
6061,1995,Nigeria,'North West',Rice,1359.96,22.65,1.854,1,53.42,25.14,89.34,35.03,Rotasi Tanaman,17.24
7089,1995,Nigeria,'North West',Soybeans,1246.55,7.56,2.88,7,,14.54,9.68,67.98,Manajemen Air,32.03
7301,1995,Nigeria,'North West',Sugarcane,2435.68,25.26,2.115,1,45.73,33.43,68.19,84.21,Manajemen Air,23.73
5249,1995,Nigeria,'North West',Wheat,228.15,7.16,0.747,9,80.57,24.09,92.87,99.14,Tanaman Tahan Kekeringan,29.09
6203,1995,Nigeria,'South East',Barley,1875.53,17.86,2.8440000000000003,5,16.29,15.95,62.91,76.19,Tanaman Tahan Kekeringan,26.22
503,1995,Nigeria,'South East',Coffee,548.77,23.37,1.719,6,39.9,13.49,73.75,93.81,Manajemen Air,17.61
6111,1995,Nigeria,'South East',Fruits,2386.33,20.44,1.431,3,32.26,44.41,39.41,47.6,Pertanian Organik,28.07
7392,1995,Nigeria,'South East',Fruits,2652.31,28.18,1.719,6,93.26,16.4,12.28,83.84,Tanpa Adaptasi,22.62
1904,1995,Nigeria,'South East',Wheat,2012.52,6.72,3.62,0,45.35,17.44,27.4,50.53,Tanpa Adaptasi,15.48
5952,1995,Nigeria,'South East',Wheat,491.26,26.67,3.753,2,32.33,33.19,49.14,97.95,Pertanian Organik,19.49
3011,1995,Nigeria,'South West',Rice,1350.76,1.87,3.08,3,22.88,18.51,46.52,32.28,Tanpa Adaptasi,15.7
687,1995,Nigeria,'South West',Soybeans,2372.37,12.37,2.09,2,13.31,7.2,67.13,56.46,Rotasi Tanaman,6.25
3295,1995,Nigeria,'South West',,1584.28,13.79,4.24,7,32.0,14.06,83.93,32.5,Rotasi Tanaman,18.58
3301,1996,Nigeria,'North Central',Corn,2781.87,22.34,2.529,10,33.53,40.87,29.84,96.6,Tanpa Adaptasi,14.29
4132,1996,Nigeria,'North Central',Corn,2097.84,24.41,4.446000000000001,2,89.62,29.73,12.76,85.05,Rotasi Tanaman,19.17
4161,1996,Nigeria,'North Central',Corn,1992.76,11.6,1.19,5,31.44,42.22,96.94,77.43,Rotasi Tanaman,-0.51
6076,1996,Nigeria,'North Central',Cotton,1721.27,10.19,1.87,3,16.18,49.32,46.25,30.21,Tanpa Adaptasi,-4.42
6349,1996,Nigeria,'North Central',Fruits,1245.12,23.32,3.546,4,40.78,2.78,44.39,32.58,Pertanian Organik,10.93
7457,1996,Nigeria,'North Central',Fruits,2374.62,8.03,4.15,4,24.79,20.0,10.33,93.21,Tanaman Tahan Kekeringan,18.41
5437,1996,Nigeria,'North Central',Sugarcane,2717.75,28.83,3.375,10,74.93,43.63,5.94,70.24,Pertanian Organik,20.08
731,1996,Nigeria,'North West',Corn,2032.63,9.27,3.34,1,38.56,28.6,11.36,79.33,Pertanian Organik,18.61
442,1996,Nigeria,'North West',Rice,1374.66,23.74,1.386,10,,45.5,12.17,71.12,Manajemen Air,14.54
6268,1996,Nigeria,'North West',Sugarcane,669.77,11.43,1.8,6,52.92,6.44,82.34,33.49,Rotasi Tanaman,6.96
7856,1996,Nigeria,'North West',,2626.04,3.7,4.97,10,99.29,30.27,14.4,84.35,Manajemen Air,17.72
6131,1996,Nigeria,'South East',Barley,918.26,28.53,0.5670000000000001,9,40.78,47.93,96.41,42.65,Manajemen Air,-0.78
6018,1996,Nigeria,'South East',Coffee,1085.84,19.39,0.783,2,17.82,20.55,12.1,62.12,Tanaman Tahan Kekeringan,6.77
6216,1996,Nigeria,'South East',Corn,1562.2,7.15,1.35,10,42.04,40.81,74.31,99.04,Pertanian Organik,3.17
829,1996,Nigeria,'South East',Soybeans,230.41,28.09,0.7200000000000001,2,54.52,26.28,47.74,97.68,Pertanian Organik,4.96
6643,1996,Nigeria,'South East',Wheat,1189.48,18.68,2.6910000000000003,9,11.15,39.42,77.79,88.18,Tanaman Tahan Kekeringan,23.0
1614,1996,Nigeria,'South West',Barley,2809.2,29.77,0.8370000000000001,3,15.19,20.73,42.55,30.57,Pertanian Organik,9.61
917,1996,Nigeria,'South West',Cotton,1723.48,25.23,,5,82.66,37.18,87.94,82.22,Tanaman Tahan Kekeringan,29.79
346,1996,Nigeria,'South West',Vegetables,482.89,19.9,1.161,1,97.97,43.95,40.59,87.58,Tanaman Tahan Kekeringan,-1.99
2133,1997,Nigeria,'North Central',Barley,2897.43,16.92,2.493,9,60.94,47.02,32.16,58.16,Tanaman Tahan Kekeringan,20.73
5564,1997,Nigeria,'North Central',Barley,2998.24,5.89,2.97,2,27.83,13.31,6.9,98.17,Rotasi Tanaman,21.47
6086,1997,Nigeria,'North Central',Corn,2251.15,4.08,2.32,6,43.55,18.76,93.29,30.28,Tanaman Tahan Kekeringan,0.94
1844,1997,Nigeria,'North Central',Cotton,2928.15,7.75,4.59,2,77.68,33.73,38.86,31.44,Tanaman Tahan Kekeringan,18.68
7739,1997,Nigeria,'North Central',Rice,960.61,27.4,1.71,2,47.9,19.36,9.79,68.34,Tanaman Tahan Kekeringan,4.89
443,1997,Nigeria,'North Central',Sugarcane,772.75,28.59,2.277,2,20.19,11.41,65.42,88.23,Manajemen Air,0.82
5287,1997,Nigeria,'North West',Corn,1414.91,29.64,3.456,9,57.28,26.27,99.5,39.27,Tanpa Adaptasi,33.37
1740,1997,Nigeria,'North West',Sugarcane,2238.89,15.53,1.692,1,26.7,13.48,86.02,79.55,Tanaman Tahan Kekeringan,-0.39
2871,1997,Nigeria,'North West',Wheat,294.55,7.67,0.747,4,99.21,36.21,84.05,97.66,Rotasi Tanaman,23.47
4481,1997,Nigeria,'South East',Barley,750.32,20.35,1.323,5,64.92,11.7,69.06,39.78,Manajemen Air,1.66
5902,1997,Nigeria,'South East',Barley,749.47,24.56,1.6740000000000002,8,14.0,47.79,76.86,91.62,Pertanian Organik,7.98
3537,1997,Nigeria,'South East',Cotton,1906.36,0.95,1.17,9,66.99,44.94,93.43,88.13,Rotasi Tanaman,27.3
5043,1997,Nigeria,'South East',Cotton,2050.08,10.33,2.71,9,14.96,8.58,50.98,70.68,Manajemen Air,34.14
680,1997,Nigeria,'South East',Soybeans,708.98,3.03,2.93,4,77.1,18.45,54.79,53.34,Tanaman Tahan Kekeringan,4.88
2661,1997,Nigeria,'South West',Sugarcane,2588.29,11.48,3.0,6,27.96,45.7,26.13,63.03,Rotasi Tanaman,25.71
6565,1998,Nigeria,'North Central',Barley,2406.05,29.21,,7,21.59,49.42,1.35,82.37,Pertanian Organik,30.84
5617,1998,Nigeria,'North Central',Soybeans,2692.99,17.54,3.213,6,61.35,17.79,58.7,56.54,Manajemen Air,27.87
276,1998,Nigeria,'North Central',Sugarcane,2871.38,25.55,1.152,10,20.02,34.18,62.62,31.84,Pertanian Organik,-2.83
7337,1998,Nigeria,'North Central',Vegetables,1161.19,5.59,1.3,1,64.72,20.95,22.26,62.97,Pertanian Organik,-2.71
7916,1998,Nigeria,'North Central',,1724.02,28.93,1.287,8,61.56,31.43,42.03,37.27,Manajemen Air,-4.93
6513,1998,Nigeria,'North West',Barley,636.41,8.14,4.05,8,96.73,22.31,11.04,57.15,Manajemen Air,12.59
3163,1998,Nigeria,'North West',Coffee,249.87,25.68,2.007,4,20.12,38.1,25.71,33.48,Tanpa Adaptasi,25.64
4920,1998,Nigeria,'North West',Corn,2269.22,16.75,1.908,10,48.83,44.58,3.99,96.58,Manajemen Air,-1.43
5176,1998,Nigeria,'North West',Cotton,208.2,9.69,1.737,5,49.83,24.61,80.51,36.15,Rotasi Tanaman,30.62
3120,1998,Nigeria,'North West',Rice,1606.51,13.58,2.63,9,,9.33,33.95,46.95,Pertanian Organik,14.13
5000,1998,Nigeria,'North West',Sugarcane,401.76,22.01,0.756,1,49.1,33.38,4.18,79.03,Pertanian Organik,4.81
2126,1998,Nigeria,'South East',Cotton,1755.19,14.35,1.0,4,98.4,48.88,6.07,46.31,Rotasi Tanaman,27.55
1181,1998,Nigeria,'South East',Vegetables,1045.3,11.45,2.44,7,39.74,47.92,11.53,93.92,Manajemen Air,14.64
2432,1998,Nigeria,'South West',Coffee,2083.5,2.92,,8,63.31,23.51,52.49,47.09,Rotasi Tanaman,-3.94
5610,1998,Nigeria,'South West',Coffee,636.85,26.59,4.113,8,44.02,29.87,78.7,97.83,Rotasi Tanaman,11.35
3128,1998,Nigeria,'South West',Soybeans,954.89,15.47,3.366,10,75.43,26.62,63.33,38.66,Rotasi Tanaman,33.38
5352,1998,Nigeria,'South West',Soybeans,797.99,21.68,3.708,4,22.14,22.88,56.04,90.16,Rotasi Tanaman,19.68
2786,1999,Nigeria,'North Central',Barley,747.89,7.97,1.42,7,58.04,9.65,43.24,40.33,Manajemen Air,5.64
2363,1999,Nigeria,'North Central',Coffee,1763.49,17.53,1.476,8,42.56,35.9,78.97,74.59,Manajemen Air,9.03
4548,1999,Nigeria,'North Central',Coffee,484.11,22.54,1.998,6,40.16,22.0,49.67,47.94,Tanpa Adaptasi,26.14
1174,1999,Nigeria,'North Central',Soybeans,1901.81,4.39,1.74,3,68.27,20.31,29.03,31.32,Manajemen Air,32.71
4713,1999,Nigeria,'North Central',Soybeans,2394.99,13.71,2.88,9,21.91,29.9,39.6,46.69,Rotasi Tanaman,20.43
7239,1999,Nigeria,'North Central',Soybeans,1870.7,28.18,2.763,3,71.85,44.72,52.33,64.19,Tanaman Tahan Kekeringan,18.1
