ID,Tahun,Nama_Negara,Wilayah,Jenis_Tanaman,Total_Curah_Hujan_mm,Emisi_CO2_JT_Ton,Hasil_Panen_Ton_per_HA,Kejadian_Cuaca_Ekstrim,Akses_Irigasi,Penggunaan_Pestisida_KG_per_HA,Penggunaan_Pupuk_KG_per_HA,Indeks_Kesehatan_Tanah,Strategi_Adaptasi,Suhu_Rata_Rata_C
1812,1991,USA,South,Vegetables,1468.51,23.72,1.359,2,72.95,0.94,44.17,87.14,Rotasi Tanaman,26.93
5905,1991,USA,South,Vegetables,2672.46,21.22,0.792,6,77.67,22.37,77.93,99.21,Manajemen Air,33.33
3324,1991,USA,West,Barley,1859.41,16.34,1.566,6,61.66,30.58,80.51,35.93,Manajemen Air,-2.93
2210,1991,USA,West,Coffee,2298.83,16.5,1.134,1,43.57,40.58,39.23,88.86,Manajemen Air,29.49
3282,1991,USA,West,Fruits,418.77,14.3,1.314,3,54.34,30.67,30.06,33.86,Pertanian Organik,7.5
3026,1991,USA,West,Rice,1533.45,14.68,1.32,10,76.1,10.27,55.21,72.33,Tanpa Adaptasi,-0.35
6190,1991,USA,West,Soybeans,2811.62,8.18,2.26,8,39.7,31.1,36.25,65.65,Tanpa Adaptasi,4.57
1432,1991,USA,West,Vegetables,1932.34,27.61,2.322,2,34.22,41.75,22.27,57.97,Tanpa Adaptasi,0.48
819,1991,USA,West,Wheat,1512.95,29.86,1.503,2,80.19,1.35,35.77,92.83,Rotasi Tanaman,13.27
1359,1991,USA,West,Wheat,2564.77,29.69,0.981,2,56.74,13.79,62.52,81.67,Tanpa Adaptasi,25.16
4881,1992,USA,Midwest,Barley,1821.72,2.26,0.7,0,60.86,5.65,20.02,62.38,Tanaman Tahan Kekeringan,7.19
2492,1992,USA,Midwest,Coffee,2148.81,16.64,1.242,4,15.91,36.91,22.43,30.65,Rotasi Tanaman,30.14
3872,1992,USA,Midwest,Coffee,2212.49,3.1,2.27,9,93.05,10.79,43.18,53.75,Manajemen Air,4.88
6265,1992,USA,Midwest,Wheat,641.09,2.28,1.5,0,12.6,21.67,43.55,82.38,Rotasi Tanaman,0.31
1646,1992,USA,Northeast,Barley,902.9,9.99,1.47,0,37.63,7.03,80.82,55.91,Pertanian Organik,8.91
5797,1992,USA,Northeast,Cotton,2936.42,14.43,1.75,6,41.92,6.08,55.1,59.76,Tanaman Tahan Kekeringan,27.27
596,1992,USA,Northeast,,2242.69,22.4,2.205,3,64.81,16.67,48.66,31.38,Tanpa Adaptasi,33.61
6420,1992,USA,South,Coffee,297.67,2.57,0.99,10,81.84,23.92,22.74,83.52,Tanpa Adaptasi,-3.49
6621,1992,USA,South,Cotton,278.06,10.02,2.664,3,15.68,9.93,30.04,74.92,Tanaman Tahan Kekeringan,2.58
1164,1992,USA,South,Sugarcane,2199.25,9.63,0.94,6,55.11,19.7,88.0,44.1,Tanpa Adaptasi,22.58
1815,1992,USA,South,Sugarcane,2784.8,10.49,1.99,4,44.69,6.19,62.38,32.1,Tanpa Adaptasi,2.71
7574,1992,USA,West,Coffee,519.53,20.07,1.4580000000000002,7,90.08,35.28,5.71,36.92,Tanpa Adaptasi,8.57
6520,1992,USA,West,Rice,1507.05,4.75,1.28,7,24.63,49.78,88.63,63.56,Tanaman Tahan Kekeringan,33.2
7318,1992,USA,West,Rice,1339.99,11.29,1.89,9,18.94,11.88,90.18,55.87,Tanaman Tahan Kekeringan,-2.88
330,1992,USA,West,Vegetables,1696.26,25.27,1.818,10,62.94,18.21,28.16,73.71,Tanaman Tahan Kekeringan,-3.76
5165,1993,USA,Midwest,Coffee,2553.41,6.75,3.09,3,32.37,40.82,58.54,90.53,Pertanian Organik,12.53
4834,1993,USA,Midwest,Fruits,2867.96,19.55,0.558,7,26.97,48.5,12.32,47.27,Rotasi Tanaman,3.64
667,1993,USA,Midwest,Rice,525.26,27.56,0.7020000000000001,8,83.16,18.98,93.14,90.48,Pertanian Organik,0.35
3416,1993,USA,Midwest,Rice,202.45,17.3,4.464,9,34.58,49.07,6.44,88.18,Manajemen Air,19.63
3556,1993,USA,Midwest,Rice,2175.72,22.51,1.26,0,66.4,33.14,20.49,76.08,Manajemen Air,26.44
3334,1993,USA,Midwest,Soybeans,2446.23,1.02,1.59,1,24.93,17.14,25.96,30.28,Rotasi Tanaman,-4.57
5342,1993,USA,Midwest,Soybeans,1369.71,23.3,0.7290000000000001,6,89.94,7.96,29.18,81.73,Manajemen Air,24.84
5088,1993,USA,Midwest,Vegetables,1449.59,18.08,0.882,1,37.67,29.53,61.86,53.04,Pertanian Organik,21.52
1173,1993,USA,Midwest,Wheat,776.54,22.54,0.684,9,64.22,0.68,41.96,68.45,Tanaman Tahan Kekeringan,7.0
4864,1993,USA,Northeast,Fruits,2579.76,0.63,2.6,10,97.31,37.72,49.52,99.8,Rotasi Tanaman,10.24
5480,1993,USA,Northeast,Fruits,642.23,3.83,2.53,6,34.15,10.77,41.14,60.01,Rotasi Tanaman,21.9
6817,1993,USA,Northeast,Soybeans,837.8,3.07,2.36,5,39.28,20.95,55.34,56.84,Manajemen Air,3.86
3526,1993,USA,South,Coffee,1676.3,5.96,1.92,2,,2.4,83.93,42.9,Tanaman Tahan Kekeringan,15.62
1185,1993,USA,South,Cotton,2478.89,3.78,1.92,6,57.77,17.18,23.22,97.54,Pertanian Organik,4.15
2721,1993,USA,South,Rice,2491.52,3.82,3.38,1,11.85,26.77,65.57,72.54,Tanpa Adaptasi,19.61
1088,1993,USA,South,Vegetables,1555.67,13.91,3.17,10,43.54,21.83,27.37,50.45,Rotasi Tanaman,30.78
4274,1993,USA,South,Vegetables,1198.95,10.55,0.57,9,50.35,23.56,6.24,50.98,Tanpa Adaptasi,7.03
3066,1993,USA,South,Wheat,316.21,15.26,1.512,3,27.08,20.83,95.22,56.8,Manajemen Air,-4.14
7936,1993,USA,West,Coffee,1326.45,17.85,2.763,7,11.12,48.33,73.34,66.94,Tanpa Adaptasi,32.25
4207,1993,USA,West,Fruits,2943.26,10.92,1.44,3,43.19,8.05,5.37,75.07,Pertanian Organik,-0.73
7015,1993,USA,West,Rice,391.16,18.64,3.96,5,91.05,3.76,99.89,37.87,Rotasi Tanaman,18.05
2079,1993,USA,West,Soybeans,662.13,18.44,1.755,2,90.54,11.34,51.0,98.13,Tanaman Tahan Kekeringan,7.98
5029,1993,USA,West,Soybeans,1022.87,16.9,2.9970000000000003,3,64.67,2.03,7.91,55.75,Manajemen Air,16.05
3138,1994,USA,Midwest,Coffee,1278.63,13.49,2.04,2,27.74,0.81,29.01,50.74,Rotasi Tanaman,34.59
5983,1994,USA,Midwest,Corn,650.52,28.43,2.088,4,83.42,8.9,11.48,58.16,Manajemen Air,31.02
1724,1994,USA,Midwest,Cotton,1503.93,23.19,0.5850000000000001,10,78.92,39.3,43.1,59.06,Tanpa Adaptasi,-2.25
6644,1994,USA,Midwest,Fruits,1081.86,27.68,2.25,9,34.31,2.0,69.26,97.58,Rotasi Tanaman,17.18
2180,1994,USA,Midwest,Vegetables,487.87,28.38,1.116,2,94.87,40.67,71.41,39.28,Manajemen Air,8.95
7113,1994,USA,Midwest,Vegetables,2895.8,1.5,3.55,6,94.31,48.76,23.63,74.06,Manajemen Air,13.55
3977,1994,USA,Midwest,Wheat,514.93,25.84,2.565,9,37.11,21.02,69.71,35.49,Pertanian Organik,25.58
4704,1994,USA,Midwest,Wheat,1200.67,15.25,2.502,1,50.69,21.61,41.97,38.79,Pertanian Organik,9.74
5628,1994,USA,Midwest,Wheat,2044.97,7.98,1.73,1,33.11,34.51,54.87,80.48,Rotasi Tanaman,8.53
6395,1994,USA,Midwest,Wheat,2581.05,14.69,2.0,2,67.13,22.39,39.53,98.01,Manajemen Air,11.68
6239,1994,USA,Midwest,,2197.05,23.61,1.278,8,23.25,28.16,49.61,78.73,Manajemen Air,6.72
354,1994,USA,Northeast,Barley,1655.88,22.77,1.665,5,22.68,26.53,25.69,34.98,Tanaman Tahan Kekeringan,-0.03
1216,1994,USA,Northeast,Barley,1441.88,20.79,1.494,10,14.22,12.17,55.62,43.8,Tanpa Adaptasi,2.89
2203,1994,USA,Northeast,Cotton,1338.12,20.57,1.512,5,80.99,36.58,50.25,94.75,Rotasi Tanaman,3.04
7141,1994,USA,Northeast,Fruits,646.65,25.35,2.565,4,71.01,23.98,76.83,43.92,Tanaman Tahan Kekeringan,0.5
574,1994,USA,Northeast,Rice,2083.48,4.07,3.78,8,10.24,34.86,28.57,79.43,Manajemen Air,31.4
5294,1994,USA,Northeast,Sugarcane,497.36,10.08,2.331,3,18.19,36.36,59.26,48.75,Pertanian Organik,34.98
35,1994,USA,South,Barley,1109.43,17.92,1.386,7,41.33,3.7,15.4,91.08,Manajemen Air,10.93
3150,1994,USA,South,Coffee,2968.3,5.78,2.95,7,27.09,4.25,23.64,47.95,Rotasi Tanaman,31.89
159,1994,USA,South,Fruits,1101.16,11.9,2.1,4,85.23,32.76,47.13,58.12,Tanpa Adaptasi,-1.36
1096,1994,USA,South,Sugarcane,1875.58,29.44,0.972,5,88.63,15.28,32.0,88.88,Manajemen Air,20.35
6712,1994,USA,South,Sugarcane,1818.2,19.92,3.285,5,98.87,36.34,55.29,93.5,Pertanian Organik,20.56
4000,1994,USA,South,Vegetables,1935.64,16.05,0.855,2,50.04,22.31,0.92,65.02,Manajemen Air,6.31
1229,1994,USA,South,Wheat,1912.09,0.77,3.0,6,98.34,8.93,92.67,90.98,Tanaman Tahan Kekeringan,15.86
129,1994,USA,West,Coffee,2362.74,24.62,3.3120000000000003,4,11.69,3.32,60.78,79.46,Tanaman Tahan Kekeringan,32.09
2535,1994,USA,West,Coffee,848.53,26.7,2.988,0,30.18,18.7,12.51,74.58,Rotasi Tanaman,16.86
3169,1994,USA,West,Coffee,1134.74,29.3,1.917,0,87.54,26.46,58.27,82.28,Manajemen Air,30.74
2132,1994,USA,West,Corn,1435.48,17.05,2.682,8,45.72,45.57,95.99,74.43,Manajemen Air,-1.96
4239,1994,USA,West,Fruits,570.5,18.82,1.665,10,33.54,12.82,36.83,70.23,Pertanian Organik,-3.23
1613,1994,USA,West,Rice,1010.03,4.57,1.68,10,81.77,35.92,81.62,92.59,Pertanian Organik,15.85
4311,1994,USA,West,Rice,2204.74,22.29,0.522,4,75.41,36.13,36.63,98.61,Pertanian Organik,4.06
6134,1994,USA,West,Vegetables,2096.14,16.64,2.394,10,57.25,23.48,66.76,37.47,Manajemen Air,23.1
7637,1994,USA,West,Vegetables,2656.59,3.6,3.81,2,79.55,5.71,16.44,83.49,Manajemen Air,25.67
2642,1994,USA,West,Wheat,2131.16,16.6,2.43,3,66.31,8.11,48.75,35.35,Tanpa Adaptasi,6.52
5041,1995,USA,Midwest,Corn,2213.9,27.32,2.565,4,39.95,32.41,73.22,61.86,Manajemen Air,20.3
6729,1995,USA,Midwest,Fruits,2963.37,14.53,2.86,0,36.32,42.4,94.76,75.02,Pertanian Organik,19.17
693,1995,USA,Midwest,Soybeans,1258.5,21.47,0.846,4,90.76,22.42,83.8,62.53,Rotasi Tanaman,3.45
7057,1995,USA,Midwest,Wheat,460.49,2.36,0.765,1,27.19,28.05,24.68,46.38,Pertanian Organik,9.72
3675,1995,USA,Midwest,,265.47,2.25,3.5370000000000004,3,58.69,16.99,23.04,68.99,Rotasi Tanaman,30.35
6099,1995,USA,Northeast,Barley,1076.04,5.18,3.42,4,76.24,24.62,3.44,48.22,Rotasi Tanaman,25.61
5401,1995,USA,Northeast,Cotton,2358.39,14.6,1.18,6,30.72,3.9,70.85,45.84,Tanaman Tahan Kekeringan,5.78
3938,1995,USA,South,Coffee,435.43,4.6,2.664,5,31.19,33.69,21.25,77.29,Rotasi Tanaman,8.58
3987,1995,USA,South,Coffee,2503.5,17.05,2.259,1,74.72,46.04,15.25,65.21,Rotasi Tanaman,0.37
1725,1995,USA,South,Sugarcane,2372.99,21.63,1.728,0,19.59,5.31,57.61,74.96,Manajemen Air,5.95
3099,1995,USA,South,Sugarcane,2068.86,13.57,0.53,3,65.85,4.03,92.39,44.57,Manajemen Air,-1.65
5969,1995,USA,South,Vegetables,434.9,29.2,3.708,8,44.35,18.91,99.15,75.6,Tanpa Adaptasi,15.26
6737,1995,USA,South,Wheat,200.46,22.21,0.5940000000000001,0,55.78,12.28,19.37,31.44,Tanpa Adaptasi,-4.21
122,1995,USA,West,Barley,1036.18,12.99,2.49,10,,38.87,53.59,43.74,Pertanian Organik,30.28
1938,1995,USA,West,Fruits,927.61,29.72,3.159,10,96.15,12.77,87.86,57.13,Manajemen Air,10.8
7061,1995,USA,West,Rice,373.89,4.9,3.5370000000000004,10,76.56,39.17,34.63,52.85,Manajemen Air,32.72
7604,1995,USA,West,Sugarcane,2768.68,28.51,2.646,10,45.62,1.52,44.94,96.68,Tanaman Tahan Kekeringan,22.21
1230,1996,USA,Midwest,Fruits,1453.14,23.42,0.549,5,95.57,37.5,90.53,75.7,Tanpa Adaptasi,9.42
4385,1996,USA,Midwest,Soybeans,1620.25,7.96,3.28,2,39.24,3.86,17.91,64.01,Tanaman Tahan Kekeringan,31.78
1658,1996,USA,Midwest,Sugarcane,1458.51,18.79,1.386,10,23.83,24.69,91.9,80.18,Tanpa Adaptasi,11.48
2791,1996,USA,Midwest,Wheat,2169.27,12.49,1.2,5,37.04,28.09,47.48,60.82,Tanaman Tahan Kekeringan,28.83
1153,1996,USA,Northeast,Barley,2162.54,0.93,2.73,9,32.9,14.21,91.65,86.83,Tanaman Tahan Kekeringan,6.66
1309,1996,USA,Northeast,Barley,2021.87,11.44,0.82,8,76.85,43.18,24.06,30.85,Pertanian Organik,9.42
2839,1996,USA,Northeast,Barley,377.84,6.57,2.79,8,98.01,4.05,60.04,72.56,Manajemen Air,33.84
6545,1996,USA,Northeast,Rice,1573.41,28.65,2.6910000000000003,7,17.9,37.34,86.89,83.45,Manajemen Air,12.65
2659,1996,USA,Northeast,Sugarcane,2580.47,11.45,,10,35.54,27.5,60.4,90.43,Pertanian Organik,26.81
5955,1996,USA,Northeast,Vegetables,2770.96,3.05,3.54,8,12.16,47.17,30.83,49.84,Tanpa Adaptasi,32.68
5428,1996,USA,South,Coffee,677.88,28.04,1.557,9,69.52,48.62,38.91,65.59,Rotasi Tanaman,27.95
6144,1996,USA,South,Coffee,1621.88,13.92,1.74,10,33.68,28.71,91.48,36.53,Tanaman Tahan Kekeringan,0.95
2782,1996,USA,South,Cotton,880.59,7.69,1.39,9,47.87,1.53,1.21,34.5,Rotasi Tanaman,-1.78
3441,1996,USA,South,Cotton,2151.73,28.68,0.783,7,49.31,28.13,62.75,65.52,Tanaman Tahan Kekeringan,-2.59
6759,1996,USA,South,Cotton,601.56,27.56,3.168,4,93.19,31.76,71.29,44.08,Manajemen Air,29.12
11,1996,USA,South,Soybeans,,17.41,2.898,8,94.05,18.1,32.65,41.07,Rotasi Tanaman,21.67
5693,1996,USA,South,Soybeans,1673.81,26.56,3.285,1,88.61,29.11,27.82,96.4,Tanpa Adaptasi,27.73
3944,1996,USA,South,Vegetables,845.05,4.9,1.97,4,70.13,3.32,96.37,48.44,Tanaman Tahan Kekeringan,6.32
1783,1996,USA,West,Barley,1294.84,2.03,3.3,10,32.4,39.29,58.9,60.61,Rotasi Tanaman,23.65
3649,1996,USA,West,Barley,1726.44,15.1,0.756,8,44.68,21.73,25.98,42.69,Pertanian Organik,8.92
6576,1996,USA,West,Barley,2090.38,23.04,1.404,7,18.86,49.54,27.56,97.37,Tanaman Tahan Kekeringan,4.73
7640,1996,USA,West,Barley,486.54,19.44,3.492,1,55.73,23.29,36.04,95.77,Rotasi Tanaman,10.55
7606,1996,USA,West,Coffee,2382.61,17.66,1.017,5,70.28,25.76,61.47,49.08,Tanaman Tahan Kekeringan,28.16
4129,1996,USA,West,Fruits,204.87,3.3,1.1700000000000002,10,59.92,12.24,5.63,97.74,Manajemen Air,32.27
7626,1996,USA,West,Sugarcane,1783.49,7.91,2.77,6,18.27,13.05,37.79,86.17,Tanaman Tahan Kekeringan,9.86
5056,1997,USA,Midwest,Corn,735.38,8.86,1.98,8,40.75,2.62,95.39,64.29,Rotasi Tanaman,34.61
5547,1997,USA,Midwest,Corn,1427.16,12.64,3.72,10,40.57,49.17,37.04,69.32,Rotasi Tanaman,34.68
2974,1997,USA,Midwest,Soybeans,2983.78,2.01,2.61,4,88.16,3.75,30.85,93.3,Tanaman Tahan Kekeringan,17.09
6824,1997,USA,Midwest,Sugarcane,2221.68,5.1,1.67,7,22.03,15.91,60.3,41.13,Pertanian Organik,29.85
4139,1997,USA,Midwest,Wheat,820.24,1.09,3.6,8,69.12,2.65,8.27,53.86,Tanaman Tahan Kekeringan,26.79
2005,1997,USA,Midwest,,2322.82,29.74,1.2060000000000002,3,29.58,1.37,32.35,65.05,Manajemen Air,1.32
2262,1997,USA,Northeast,Barley,2272.05,24.64,2.934,9,68.75,31.16,38.53,97.49,Rotasi Tanaman,34.75
2427,1997,USA,Northeast,Corn,383.59,8.65,2.763,1,66.87,7.79,4.48,76.0,Manajemen Air,11.31
3197,1997,USA,Northeast,Cotton,2951.65,7.24,2.73,6,77.61,37.09,28.55,90.68,Tanpa Adaptasi,2.2
5754,1997,USA,Northeast,Fruits,1313.19,19.3,2.493,1,62.97,43.04,60.03,44.73,Rotasi Tanaman,22.13
1079,1997,USA,Northeast,Vegetables,744.72,21.7,1.386,6,99.83,31.24,25.39,71.09,Tanpa Adaptasi,0.17
413,1997,USA,South,Coffee,2624.12,10.0,3.71,7,22.75,33.94,89.34,44.12,Tanaman Tahan Kekeringan,29.68
6204,1997,USA,South,Coffee,1965.45,20.34,2.853,9,49.77,29.93,1.12,49.98,Tanaman Tahan Kekeringan,34.07
4874,1997,USA,South,Corn,1312.63,27.5,1.7009999999999998,0,17.02,25.01,83.44,77.64,Pertanian Organik,23.31
6683,1997,USA,South,Rice,1968.83,7.81,2.79,8,71.27,12.03,16.75,76.97,Rotasi Tanaman,18.83
4157,1997,USA,South,Sugarcane,,4.17,2.457,9,65.29,22.81,88.15,65.92,Tanpa Adaptasi,18.74
2510,1997,USA,South,Vegetables,2307.29,26.83,4.095,5,94.89,33.32,40.51,69.28,Pertanian Organik,16.65
3923,1997,USA,West,Barley,2897.61,9.29,3.82,0,29.47,1.19,91.47,81.06,Tanaman Tahan Kekeringan,29.93
1487,1997,USA,West,Coffee,1914.95,11.19,3.79,8,70.41,14.02,60.13,39.12,Rotasi Tanaman,12.77
138,1997,USA,West,Corn,1651.77,16.58,1.2060000000000002,4,51.78,22.73,46.63,32.9,Rotasi Tanaman,0.14
6611,1997,USA,West,Corn,1167.85,23.73,3.114,0,87.5,29.58,91.78,39.94,Tanaman Tahan Kekeringan,20.43
2381,1997,USA,West,Cotton,1602.53,26.78,1.359,5,94.03,32.41,8.77,97.42,Pertanian Organik,23.25
7939,1997,USA,West,Fruits,680.93,6.73,0.95,6,,31.05,16.98,64.98,Tanpa Adaptasi,-2.76
1759,1997,USA,West,Rice,1408.34,15.62,2.97,3,24.47,23.2,66.49,48.58,Tanaman Tahan Kekeringan,26.24
5854,1997,USA,West,Rice,2960.06,26.34,4.284,8,42.14,44.6,52.46,45.39,Tanpa Adaptasi,12.39
389,1997,USA,West,Vegetables,2335.92,7.57,3.52,5,35.9,43.88,2.56,85.96,Manajemen Air,10.25
5009,1997,USA,West,Wheat,209.88,5.8,2.7,2,16.19,3.94,17.53,82.39,Pertanian Organik,-0.63
5511,1998,USA,Midwest,Corn,2242.09,28.73,2.214,5,26.7,7.81,14.96,52.81,Tanpa Adaptasi,30.13
1923,1998,USA,Midwest,Cotton,2777.74,18.47,1.125,9,10.52,7.34,98.5,36.16,Pertanian Organik,34.73
4036,1998,USA,Midwest,Cotton,483.43,11.76,,8,13.15,11.51,58.63,72.9,Tanaman Tahan Kekeringan,26.77
6711,1998,USA,Midwest,Cotton,678.13,1.92,0.51,4,44.03,6.65,0.41,76.05,Tanaman Tahan Kekeringan,8.42
4682,1998,USA,Midwest,Soybeans,2861.03,4.3,3.4,8,83.59,13.08,88.28,42.25,Tanaman Tahan Kekeringan,33.47
745,1998,USA,Northeast,Fruits,1292.25,20.5,1.53,5,12.2,16.22,74.92,78.01,Tanaman Tahan Kekeringan,12.31
7972,1998,USA,Northeast,Fruits,2946.38,22.89,2.826,6,46.44,14.31,99.58,76.65,Manajemen Air,21.16
3418,1998,USA,South,Barley,384.96,23.28,4.482,1,59.39,38.73,62.31,33.51,Tanaman Tahan Kekeringan,11.23
5643,1998,USA,South,Barley,2328.13,3.44,0.61,5,52.39,37.35,56.33,87.01,Pertanian Organik,5.75
1474,1998,USA,South,Cotton,2917.28,9.14,3.39,2,89.5,17.88,60.15,71.53,Tanaman Tahan Kekeringan,30.29
68,1998,USA,South,Fruits,722.52,4.29,2.68,2,17.45,36.88,71.02,69.87,Manajemen Air,6.42
6788,1998,USA,South,Fruits,522.22,4.89,1.02,9,70.35,38.94,83.36,51.73,Tanaman Tahan Kekeringan,29.37
7886,1998,USA,South,Fruits,1351.12,7.76,3.12,8,88.02,33.73,89.61,83.61,Tanaman Tahan Kekeringan,19.35
763,1998,USA,South,Rice,313.06,27.67,1.269,9,27.13,29.69,41.52,94.2,Pertanian Organik,1.95
7207,1998,USA,South,Rice,1880.3,19.41,2.772,2,94.41,7.11,92.5,67.23,Pertanian Organik,13.93
5897,1998,USA,South,Soybeans,2811.25,1.06,2.42,9,40.03,19.56,25.89,62.81,Rotasi Tanaman,4.16
3887,1998,USA,South,Sugarcane,1638.98,19.26,2.3040000000000003,0,30.38,48.64,66.94,42.86,Tanaman Tahan Kekeringan,3.14
78,1998,USA,West,Coffee,362.14,12.4,3.015,4,40.62,42.43,22.03,46.28,Rotasi Tanaman,27.82
825,1998,USA,West,Fruits,2208.45,18.8,1.2240000000000002,4,13.52,41.4,95.31,70.43,Rotasi Tanaman,1.88
1964,1998,USA,West,Soybeans,2219.61,4.36,4.32,4,35.19,34.81,53.64,91.5,Tanaman Tahan Kekeringan,10.18
4215,1998,USA,West,Sugarcane,640.55,26.79,3.888,3,97.3,10.87,15.09,73.48,Rotasi Tanaman,17.59
5555,1998,USA,West,Sugarcane,1902.27,29.72,1.161,8,67.63,41.87,46.88,67.69,Rotasi Tanaman,1.19
2310,1998,USA,West,Vegetables,1063.26,21.42,3.627,4,74.92,23.11,15.09,92.79,Pertanian Organik,19.29
4833,1998,USA,West,Wheat,2241.99,28.87,3.375,3,54.38,45.93,47.18,57.91,Pertanian Organik,28.35
7067,1998,USA,West,Wheat,2255.65,11.61,4.15,0,25.58,5.0,2.91,83.13,Manajemen Air,14.7
4752,1998,USA,West,,2498.83,3.32,2.08,8,41.12,35.82,10.84,70.92,Rotasi Tanaman,6.41
5360,1998,USA,West,,2947.97,4.2,2.96,2,28.89,46.41,28.67,76.19,Tanpa Adaptasi,-3.52
7429,1999,USA,Midwest,Barley,1134.38,13.81,2.23,7,44.52,17.55,71.29,64.15,Tanaman Tahan Kekeringan,14.46
6083,1999,USA,Midwest,Sugarcane,370.81,19.18,2.826,3,19.71,45.61,35.72,75.83,Tanpa Adaptasi,26.46
2613,1999,USA,Midwest,Wheat,1042.11,14.39,3.22,10,,4.86,33.65,63.48,Tanpa Adaptasi,22.07
4027,1999,USA,Midwest,Wheat,1204.61,26.56,3.6,10,19.69,19.43,80.68,75.44,Rotasi Tanaman,15.99
6580,1999,USA,Midwest,,2699.58,3.26,1.17,6,98.4,26.55,40.53,77.68,Pertanian Organik,23.99
4384,1999,USA,Northeast,Barley,442.91,18.04,0.738,3,98.11,39.46,99.97,40.68,Pertanian Organik,-1.95
5763,1999,USA,Northeast,Barley,2962.47,8.25,3.58,0,72.18,20.84,26.38,78.3,Manajemen Air,16.8
1013,1999,USA,Northeast,Coffee,839.88,10.09,1.24,3,77.52,11.23,24.72,85.52,Rotasi Tanaman,-3.28
7200,1999,USA,Northeast,Coffee,1368.5,22.54,1.728,4,69.95,10.88,92.09,54.93,Tanpa Adaptasi,33.37
2464,1999,USA,Northeast,Corn,2829.09,4.91,1.14,5,39.77,35.56,76.66,65.75,Pertanian Organik,20.93
