ID,Tahun,Nama_Negara,Wilayah,Jenis_Tanaman,Total_Curah_Hujan_mm,Emisi_CO2_JT_Ton,Hasil_Panen_Ton_per_HA,Kejadian_Cuaca_Ekstrim,Akses_Irigasi,Penggunaan_Pestisida_KG_per_HA,Penggunaan_Pupuk_KG_per_HA,Indeks_Kesehatan_Tanah,Strategi_Adaptasi,Suhu_Rata_Rata_C
7388,1991,Argentina,Northeast,Rice,357.04,9.7,3.132,4,31.5,42.41,70.85,69.14,Pertanian Organik,21.42
331,1991,Argentina,Northeast,Soybeans,1957.34,9.87,1.58,1,90.04,42.52,26.29,58.41,Tanaman Tahan Kekeringan,18.61
2242,1991,Argentina,Northeast,Soybeans,2495.66,1.92,2.97,8,14.28,27.91,84.96,71.81,Tanaman Tahan Kekeringan,23.38
2773,1991,Argentina,Northeast,Sugarcane,925.39,8.63,0.52,7,19.11,21.87,63.3,59.42,Tanaman Tahan Kekeringan,-4.81
5351,1991,Argentina,Northeast,Vegetables,1806.71,16.06,1.413,6,56.78,16.61,68.62,88.44,Manajemen Air,-0.08
6120,1991,Argentina,Northeast,Vegetables,2682.4,8.84,0.9,3,63.35,42.95,30.19,52.72,Manajemen Air,-1.19
5728,1991,Argentina,Northwest,Barley,,21.2,1.2060000000000002,9,73.23,3.75,65.62,74.45,Tanpa Adaptasi,23.06
5309,1991,Argentina,Northwest,Coffee,1139.3,27.1,3.024,10,48.43,45.59,41.73,40.87,Manajemen Air,32.75
130,1991,Argentina,Northwest,Corn,1214.06,1.16,1.98,7,30.33,18.01,56.01,70.77,Rotasi Tanaman,5.92
6657,1991,Argentina,Northwest,Corn,1614.6,5.85,0.93,9,33.8,24.49,14.25,83.11,Tanaman Tahan Kekeringan,-4.55
6123,1991,Argentina,Pampas,Corn,418.68,11.42,2.196,4,32.97,48.0,12.71,70.29,Tanaman Tahan Kekeringan,23.31
978,1991,Argentina,Pampas,Fruits,1285.76,9.85,2.22,4,66.06,41.21,94.91,58.39,Rotasi Tanaman,28.2
3179,1991,Argentina,Pampas,Fruits,1696.35,25.14,2.3400000000000003,9,66.83,39.58,95.7,54.26,Rotasi Tanaman,-3.11
6446,1991,Argentina,Pampas,Fruits,1672.58,0.74,2.48,1,71.52,38.63,25.95,73.99,Tanpa Adaptasi,21.32
7369,1991,Argentina,Pampas,Sugarcane,2363.47,24.82,2.601,0,20.13,17.44,53.55,63.72,Tanaman Tahan Kekeringan,10.13
3487,1991,Argentina,Pampas,Vegetables,1849.11,28.25,0.531,7,34.92,23.8,57.23,78.28,Pertanian Organik,6.41
1890,1991,Argentina,Patagonia,Coffee,1983.78,0.68,1.94,10,43.51,42.3,45.99,36.49,Pertanian Organik,26.32
6314,1991,Argentina,Patagonia,Coffee,403.3,23.33,2.52,10,13.59,42.2,74.44,36.35,Pertanian Organik,18.35
1738,1991,Argentina,Patagonia,Corn,2699.15,0.8,0.7,7,35.46,33.21,41.89,62.24,Rotasi Tanaman,-2.53
3034,1991,Argentina,Patagonia,Fruits,2749.89,0.84,2.07,3,64.89,25.98,63.37,84.39,Pertanian Organik,-1.7
2312,1991,Argentina,Patagonia,Soybeans,635.26,7.91,1.38,6,80.51,28.91,33.73,96.2,Tanpa Adaptasi,0.48
3417,1991,Argentina,Patagonia,Soybeans,2735.23,26.02,3.222,3,27.09,8.62,14.49,70.51,Tanpa Adaptasi,28.87
2669,1992,Argentina,Northeast,Barley,551.91,1.16,3.58,2,77.48,8.81,59.59,45.51,Tanaman Tahan Kekeringan,22.83
2928,1992,Argentina,Northeast,Fruits,1832.58,29.93,1.197,5,57.08,46.67,56.55,40.0,Tanaman Tahan Kekeringan,23.6
7228,1992,Argentina,Northeast,Fruits,1763.22,2.49,3.27,9,23.85,36.95,80.91,60.12,Pertanian Organik,34.05
3643,1992,Argentina,Northeast,Soybeans,1805.73,7.6,1.3,9,94.23,31.56,96.65,84.3,Pertanian Organik,-2.46
3091,1992,Argentina,Northwest,Corn,795.9,18.98,2.4120000000000004,10,74.24,46.43,81.02,39.1,Manajemen Air,11.38
4799,1992,Argentina,Northwest,Corn,2115.44,29.2,1.26,6,37.32,35.06,7.05,98.86,Tanpa Adaptasi,7.61
3886,1992,Argentina,Northwest,Wheat,2746.89,8.76,0.8,10,71.66,22.2,8.58,55.12,Manajemen Air,31.93
3854,1992,Argentina,Pampas,Barley,667.28,15.86,,1,40.94,21.14,18.67,98.58,Manajemen Air,22.73
4603,1992,Argentina,Pampas,Coffee,802.64,13.4,2.43,2,24.27,10.98,30.03,77.53,Tanaman Tahan Kekeringan,6.95
5770,1992,Argentina,Pampas,Corn,1579.3,2.16,4.61,8,39.33,4.71,15.69,97.48,Rotasi Tanaman,17.63
743,1992,Argentina,Pampas,Cotton,1618.35,3.2,2.76,4,95.23,31.72,55.96,45.97,Manajemen Air,28.02
7711,1992,Argentina,Pampas,Soybeans,2674.78,26.14,0.9,6,64.71,19.84,24.54,55.75,Tanpa Adaptasi,25.34
5669,1992,Argentina,Pampas,,1357.22,19.44,2.394,8,81.02,48.28,27.59,42.97,Rotasi Tanaman,12.19
1265,1992,Argentina,Patagonia,Coffee,306.42,11.17,2.4120000000000004,7,84.72,34.93,32.12,84.77,Pertanian Organik,13.72
7720,1992,Argentina,Patagonia,Fruits,1004.58,14.16,1.85,2,36.32,42.87,56.53,77.38,Tanpa Adaptasi,19.3
2783,1992,Argentina,Patagonia,Soybeans,1110.64,2.8,2.36,8,90.54,29.27,95.14,68.29,Pertanian Organik,28.3
1859,1992,Argentina,Patagonia,Vegetables,1819.32,15.84,1.467,10,53.22,41.5,99.12,86.0,Rotasi Tanaman,6.35
2888,1992,Argentina,Patagonia,Wheat,967.1,23.97,3.06,3,85.62,21.03,26.82,61.49,Tanaman Tahan Kekeringan,33.86
4476,1993,Argentina,Northeast,Coffee,1504.34,20.13,2.268,8,31.26,0.34,85.0,44.64,Pertanian Organik,4.07
4712,1993,Argentina,Northeast,Cotton,949.18,16.23,2.871,5,85.6,11.59,18.53,32.25,Tanaman Tahan Kekeringan,11.76
5449,1993,Argentina,Northeast,Cotton,1409.35,16.63,2.196,6,55.11,46.56,54.72,95.59,Tanpa Adaptasi,9.89
243,1993,Argentina,Northeast,Wheat,2832.1,26.22,1.278,8,67.9,5.73,9.5,80.7,Manajemen Air,23.53
261,1993,Argentina,Northwest,Barley,1019.87,23.48,1.035,7,19.28,13.51,2.62,40.69,Tanaman Tahan Kekeringan,26.73
6845,1993,Argentina,Northwest,Rice,872.1,5.4,2.17,6,23.34,33.73,48.82,40.31,Tanaman Tahan Kekeringan,2.54
2999,1993,Argentina,Pampas,Barley,1242.13,4.47,2.9,7,85.42,47.53,69.41,75.97,Tanaman Tahan Kekeringan,7.65
1605,1993,Argentina,Pampas,Corn,821.03,4.92,1.24,0,53.59,13.05,62.33,96.05,Tanpa Adaptasi,-4.46
2754,1993,Argentina,Pampas,Cotton,485.03,15.35,3.24,0,60.67,41.81,85.83,48.11,Manajemen Air,26.73
7656,1993,Argentina,Pampas,Rice,2596.95,27.03,1.035,0,50.45,9.52,98.52,81.96,Tanaman Tahan Kekeringan,2.95
2570,1993,Argentina,Pampas,Wheat,1122.69,1.67,1.08,7,47.24,20.96,68.81,68.8,Manajemen Air,-4.83
2837,1993,Argentina,Patagonia,Barley,997.31,12.85,1.13,4,66.0,10.72,52.94,37.71,Tanpa Adaptasi,33.05
3916,1993,Argentina,Patagonia,Fruits,2062.0,5.46,4.08,8,17.87,35.31,59.05,95.85,Pertanian Organik,17.16
5746,1993,Argentina,Patagonia,Sugarcane,553.4,29.95,1.773,1,70.0,28.92,81.65,80.75,Tanpa Adaptasi,13.13
203,1993,Argentina,Patagonia,Vegetables,2370.48,28.48,4.473,4,37.47,38.05,93.01,94.93,Manajemen Air,11.71
3260,1994,Argentina,Northeast,Barley,1111.98,27.95,2.214,8,76.43,39.33,37.2,84.29,Tanpa Adaptasi,-3.52
4728,1994,Argentina,Northeast,Barley,1623.32,15.47,1.035,7,16.02,4.91,29.49,54.1,Tanaman Tahan Kekeringan,0.03
6261,1994,Argentina,Northeast,Coffee,903.41,4.99,0.9,5,73.58,43.15,26.29,78.24,Pertanian Organik,21.19
6230,1994,Argentina,Northeast,Fruits,1822.84,18.93,2.43,9,21.82,35.36,8.82,77.32,Pertanian Organik,24.02
498,1994,Argentina,Northwest,Corn,860.71,20.84,0.5760000000000001,9,88.95,37.4,30.39,55.79,Manajemen Air,-4.94
1191,1994,Argentina,Northwest,Cotton,1336.03,10.17,2.27,0,78.6,6.12,11.42,51.12,Manajemen Air,2.48
77,1994,Argentina,Northwest,Sugarcane,2122.84,13.61,1.35,8,79.04,3.39,17.95,75.25,Tanpa Adaptasi,-4.69
4152,1994,Argentina,Pampas,Rice,483.46,18.78,1.1880000000000002,1,,15.05,56.65,65.59,Tanpa Adaptasi,29.13
4176,1994,Argentina,Pampas,Rice,2903.1,17.29,2.025,2,48.43,4.27,29.89,42.95,Tanaman Tahan Kekeringan,16.82
956,1994,Argentina,Pampas,Soybeans,944.78,21.31,2.889,8,38.71,1.79,6.94,56.11,Rotasi Tanaman,16.09
3719,1994,Argentina,Patagonia,Coffee,597.6,3.0,0.99,5,24.47,4.94,98.59,49.84,Manajemen Air,6.2
6672,1994,Argentina,Patagonia,Corn,2362.11,28.14,0.5850000000000001,3,55.8,24.57,88.97,79.85,Manajemen Air,5.14
3966,1994,Argentina,Patagonia,Fruits,1771.67,17.29,1.953,5,72.18,35.1,99.15,76.67,Manajemen Air,0.22
5431,1994,Argentina,Patagonia,Rice,1342.57,5.73,2.02,10,62.43,5.52,74.12,62.36,Pertanian Organik,-1.07
7256,1994,Argentina,Patagonia,Soybeans,1986.94,17.32,3.357,1,93.08,6.98,80.81,72.83,Tanaman Tahan Kekeringan,13.04
5636,1994,Argentina,Patagonia,Vegetables,1804.04,3.13,0.87,1,85.08,47.28,30.36,87.91,Tanaman Tahan Kekeringan,6.24
4306,1995,Argentina,Northeast,Barley,985.77,29.2,3.1410000000000005,10,84.09,22.02,61.09,49.59,Pertanian Organik,23.27
7257,1995,Argentina,Northeast,Coffee,923.7,18.84,3.933,3,72.69,6.84,93.92,94.84,Tanaman Tahan Kekeringan,16.52
7161,1995,Argentina,Northeast,Corn,1632.54,5.54,2.52,6,89.51,48.0,21.03,81.2,Pertanian Organik,6.02
6378,1995,Argentina,Northwest,Corn,915.89,1.41,3.72,2,89.41,37.29,66.26,35.06,Tanaman Tahan Kekeringan,16.05
6417,1995,Argentina,Northwest,Corn,2974.22,1.61,2.97,2,14.16,40.81,56.93,44.34,Tanaman Tahan Kekeringan,4.73
4072,1995,Argentina,Northwest,Cotton,1415.95,18.17,1.044,4,43.41,49.04,88.63,63.94,Tanpa Adaptasi,24.37
6681,1995,Argentina,Northwest,Cotton,373.13,18.53,1.575,7,46.6,0.9,29.25,95.19,Pertanian Organik,6.54
3829,1995,Argentina,Northwest,Vegetables,420.23,9.88,4.464,1,43.37,47.16,49.6,93.78,Rotasi Tanaman,15.55
1059,1995,Argentina,Northwest,Wheat,2111.78,6.5,2.8,3,92.78,22.21,95.18,50.6,Pertanian Organik,29.48
4972,1995,Argentina,Northwest,Wheat,,5.08,1.3,6,58.94,48.04,63.75,59.19,Rotasi Tanaman,22.57
278,1995,Argentina,Pampas,Fruits,1970.7,5.06,1.95,3,89.41,29.31,94.87,90.04,Pertanian Organik,3.67
5761,1995,Argentina,Pampas,Soybeans,1510.62,17.38,1.476,1,69.0,8.79,72.33,36.41,Manajemen Air,-1.64
1067,1995,Argentina,Pampas,Vegetables,549.34,15.15,2.268,4,78.95,20.96,79.34,49.34,Manajemen Air,16.44
4413,1995,Argentina,Pampas,Wheat,2672.14,3.91,3.87,6,45.08,30.63,38.38,44.57,Tanaman Tahan Kekeringan,34.72
6177,1995,Argentina,Patagonia,Barley,1435.54,20.54,1.989,2,74.87,0.35,1.47,31.68,Manajemen Air,23.6
1064,1995,Argentina,Patagonia,Coffee,1038.19,16.73,1.368,0,95.61,7.52,0.95,73.65,Pertanian Organik,25.2
3865,1995,Argentina,Patagonia,Coffee,1830.91,18.91,2.583,0,39.41,2.39,66.44,37.69,Rotasi Tanaman,21.52
7285,1995,Argentina,Patagonia,Coffee,1440.15,25.3,2.205,1,51.22,2.18,53.44,45.22,Tanaman Tahan Kekeringan,-2.09
4349,1995,Argentina,Patagonia,Corn,2991.45,15.84,,9,46.23,18.75,3.79,30.17,Manajemen Air,16.28
3817,1995,Argentina,Patagonia,Sugarcane,1340.14,17.93,2.151,6,22.42,45.89,43.47,47.93,Tanpa Adaptasi,15.19
2375,1995,Argentina,Patagonia,Vegetables,2924.26,6.23,1.32,2,18.28,25.72,42.91,30.33,Tanaman Tahan Kekeringan,22.09
160,1996,Argentina,Northeast,Coffee,2227.57,25.39,0.783,10,12.74,34.36,30.16,83.84,Tanpa Adaptasi,-3.53
585,1996,Argentina,Northeast,Corn,1875.11,4.62,1.21,7,53.17,17.38,7.53,50.45,Tanaman Tahan Kekeringan,8.73
6303,1996,Argentina,Northeast,Corn,2021.69,23.43,1.521,1,74.53,4.14,22.93,73.95,Pertanian Organik,18.45
6773,1996,Argentina,Northeast,Fruits,386.35,3.38,2.043,9,18.19,11.95,36.52,96.1,Tanaman Tahan Kekeringan,32.1
3296,1996,Argentina,Northeast,Rice,1615.5,21.52,3.024,2,54.64,44.94,12.05,54.54,Tanpa Adaptasi,29.24
1435,1996,Argentina,Northeast,Soybeans,1622.84,19.93,1.431,2,63.21,32.21,41.16,83.42,Manajemen Air,15.5
6020,1996,Argentina,Northeast,Soybeans,1956.08,16.13,3.042,5,50.93,0.4,26.43,31.34,Tanpa Adaptasi,17.58
1589,1996,Argentina,Northeast,Sugarcane,1472.42,26.82,2.124,1,85.21,48.16,18.51,53.7,Manajemen Air,31.7
3511,1996,Argentina,Northeast,Sugarcane,1436.15,14.92,3.45,9,58.53,38.9,89.83,37.97,Manajemen Air,31.16
927,1996,Argentina,Northwest,Barley,2588.69,16.5,3.096,7,70.04,28.04,96.21,69.86,Tanaman Tahan Kekeringan,23.2
2446,1996,Argentina,Northwest,Coffee,1684.43,8.1,1.82,10,18.43,33.71,55.38,84.57,Pertanian Organik,27.34
4740,1996,Argentina,Northwest,Coffee,1926.57,21.16,1.296,3,41.97,26.65,52.85,47.8,Tanpa Adaptasi,-4.33
6651,1996,Argentina,Northwest,Coffee,,28.44,1.584,10,41.15,18.3,85.97,35.89,Tanaman Tahan Kekeringan,21.59
6182,1996,Argentina,Northwest,Fruits,2299.11,6.22,4.36,4,70.35,26.68,63.29,95.59,Pertanian Organik,13.9
3496,1996,Argentina,Northwest,Rice,732.98,10.65,1.59,2,55.3,6.34,84.19,92.04,Tanpa Adaptasi,33.67
2499,1996,Argentina,Northwest,Soybeans,2911.96,1.37,1.27,8,84.09,25.22,35.85,83.6,Pertanian Organik,31.39
7045,1996,Argentina,Northwest,Sugarcane,1113.77,15.33,0.468,8,49.66,13.79,56.36,91.61,Pertanian Organik,0.66
4631,1996,Argentina,Northwest,Vegetables,374.45,28.04,0.765,5,32.69,29.69,20.17,54.25,Pertanian Organik,4.09
2734,1996,Argentina,Northwest,Wheat,2921.95,10.18,4.61,9,18.86,30.67,38.97,69.63,Tanpa Adaptasi,16.1
6668,1996,Argentina,Northwest,Wheat,,13.53,1.59,0,93.61,45.68,80.82,36.58,Pertanian Organik,13.98
7587,1996,Argentina,Pampas,Fruits,1846.12,3.92,2.75,7,74.81,40.95,71.24,50.35,Manajemen Air,13.5
2069,1996,Argentina,Pampas,Rice,1422.24,27.89,1.953,5,26.38,23.39,5.72,62.52,Tanpa Adaptasi,1.55
5205,1996,Argentina,Pampas,Soybeans,2100.64,28.37,3.699,6,34.18,14.54,98.26,96.8,Rotasi Tanaman,18.24
1535,1996,Argentina,Pampas,Sugarcane,979.15,20.42,1.395,4,36.81,29.42,9.21,95.06,Tanaman Tahan Kekeringan,29.04
3624,1996,Argentina,Pampas,Vegetables,1311.23,28.33,1.548,7,45.17,6.7,69.0,86.85,Manajemen Air,26.48
2115,1996,Argentina,Pampas,,2124.28,2.23,,5,75.14,9.21,39.15,37.92,Manajemen Air,25.12
7930,1996,Argentina,Patagonia,Barley,2304.93,27.81,2.592,4,99.95,18.56,76.03,34.62,Pertanian Organik,29.45
3812,1996,Argentina,Patagonia,Coffee,2809.63,25.65,1.4580000000000002,9,17.32,17.75,64.71,71.94,Manajemen Air,10.19
5034,1996,Argentina,Patagonia,Coffee,402.88,24.81,1.638,8,48.12,18.4,52.29,67.87,Rotasi Tanaman,1.55
3816,1996,Argentina,Patagonia,Corn,1663.4,17.92,2.619,8,59.03,24.31,5.36,82.7,Pertanian Organik,4.39
6124,1996,Argentina,Patagonia,Cotton,903.25,26.6,3.402,4,69.08,36.87,99.49,55.25,Tanpa Adaptasi,24.92
5573,1996,Argentina,Patagonia,Fruits,1339.78,15.26,1.548,7,80.89,39.39,74.85,87.81,Tanaman Tahan Kekeringan,22.44
759,1996,Argentina,Patagonia,Rice,2347.99,20.09,2.268,2,19.48,47.24,63.59,47.39,Rotasi Tanaman,15.79
2347,1996,Argentina,Patagonia,Soybeans,2412.56,26.31,1.935,4,74.01,5.8,56.93,64.96,Tanpa Adaptasi,20.51
2011,1996,Argentina,Patagonia,Wheat,247.86,13.34,2.9160000000000004,8,80.24,25.72,70.54,37.42,Pertanian Organik,18.81
7210,1996,Argentina,Patagonia,Wheat,1255.65,7.96,4.42,3,54.68,33.56,3.78,77.83,Manajemen Air,10.92
2081,1997,Argentina,Northeast,Barley,1252.63,11.15,4.11,3,40.08,41.41,21.07,58.19,Pertanian Organik,18.77
4595,1997,Argentina,Northeast,Coffee,2996.85,2.26,3.34,2,94.09,17.39,9.38,60.21,Pertanian Organik,33.19
820,1997,Argentina,Northeast,Fruits,1816.41,27.7,1.611,2,20.22,0.56,28.72,79.09,Pertanian Organik,23.46
2409,1997,Argentina,Northeast,Fruits,2702.66,1.07,1.85,7,29.14,20.73,21.74,36.36,Tanpa Adaptasi,18.25
4218,1997,Argentina,Northeast,Fruits,1979.92,21.35,4.1850000000000005,4,22.86,3.0,72.14,31.21,Pertanian Organik,13.66
4938,1997,Argentina,Northeast,Rice,2378.8,18.66,3.006,7,92.0,25.93,10.52,75.19,Rotasi Tanaman,10.68
4483,1997,Argentina,Northwest,Corn,1214.39,25.07,2.592,9,42.83,32.43,84.17,73.07,Manajemen Air,7.46
2573,1997,Argentina,Northwest,Fruits,1513.9,9.48,1.76,1,64.06,35.24,43.14,51.42,Tanaman Tahan Kekeringan,25.71
3278,1997,Argentina,Northwest,Soybeans,1629.43,17.96,2.097,6,77.58,43.86,50.68,34.13,Pertanian Organik,29.82
6167,1997,Argentina,Northwest,Soybeans,2144.81,24.61,2.484,6,71.63,24.24,71.7,86.09,Pertanian Organik,0.43
7440,1997,Argentina,Northwest,Soybeans,1063.82,0.75,3.07,0,59.77,19.44,22.5,81.96,Rotasi Tanaman,13.99
6496,1997,Argentina,Pampas,Corn,251.73,29.14,1.98,2,75.77,25.63,16.78,70.05,Pertanian Organik,29.14
4856,1997,Argentina,Pampas,Fruits,1235.02,8.46,1.66,4,48.84,39.98,52.51,37.31,Tanpa Adaptasi,34.22
3602,1997,Argentina,Pampas,Soybeans,1513.89,14.85,1.67,10,76.52,11.35,35.79,64.29,Tanaman Tahan Kekeringan,12.84
3321,1997,Argentina,Pampas,Sugarcane,2228.95,13.82,0.51,4,95.01,35.94,45.62,58.58,Pertanian Organik,8.1
2042,1997,Argentina,Pampas,Vegetables,1313.87,20.03,2.421,7,,44.17,51.56,96.04,Tanaman Tahan Kekeringan,7.26
3515,1997,Argentina,Pampas,Vegetables,2511.03,5.93,1.57,10,57.47,15.06,87.06,74.86,Tanpa Adaptasi,-2.72
2229,1997,Argentina,Patagonia,Coffee,652.27,13.88,2.31,2,72.5,31.2,15.37,54.45,Tanaman Tahan Kekeringan,-3.47
368,1997,Argentina,Patagonia,Corn,624.38,6.61,,10,97.07,42.52,91.36,69.6,Manajemen Air,11.45
718,1997,Argentina,Patagonia,Fruits,1579.19,12.15,2.11,1,20.22,21.76,40.55,68.61,Tanaman Tahan Kekeringan,17.42
3223,1997,Argentina,Patagonia,Fruits,1640.94,13.8,1.73,1,79.29,12.69,87.37,39.56,Manajemen Air,25.5
519,1997,Argentina,Patagonia,Sugarcane,599.96,15.62,1.269,3,27.44,2.81,55.91,43.79,Tanpa Adaptasi,20.72
2223,1997,Argentina,Patagonia,Vegetables,1302.95,23.33,2.988,5,75.15,0.25,2.76,82.94,Manajemen Air,15.73
2576,1997,Argentina,Patagonia,Wheat,1927.17,26.39,4.284,7,25.2,43.73,33.9,58.45,Tanpa Adaptasi,18.2
947,1998,Argentina,Northeast,Barley,624.36,16.86,3.231,8,20.92,3.98,84.6,43.96,Manajemen Air,34.25
7040,1998,Argentina,Northeast,Barley,613.94,15.84,0.675,7,84.35,13.44,15.76,66.36,Tanaman Tahan Kekeringan,1.02
6130,1998,Argentina,Northeast,Coffee,2041.42,2.35,,8,82.09,24.69,19.68,84.15,Tanpa Adaptasi,10.37
7832,1998,Argentina,Northeast,Coffee,1207.88,27.42,2.169,9,89.95,24.12,21.19,58.83,Rotasi Tanaman,21.77
5334,1998,Argentina,Northeast,Fruits,406.12,0.75,2.421,8,34.29,11.74,12.76,59.7,Tanpa Adaptasi,21.22
4697,1998,Argentina,Northwest,Fruits,341.36,27.13,2.52,6,55.89,33.44,35.34,57.22,Rotasi Tanaman,34.72
3486,1998,Argentina,Northwest,Vegetables,2070.7,6.89,1.68,9,34.82,25.31,45.83,81.49,Manajemen Air,-4.77
2311,1998,Argentina,Northwest,Wheat,1368.34,6.68,1.6,0,54.0,21.79,30.88,69.85,Manajemen Air,8.06
3508,1998,Argentina,Pampas,Corn,2682.48,4.61,2.78,10,12.64,44.07,81.08,57.48,Tanpa Adaptasi,29.47
935,1998,Argentina,Pampas,Rice,,12.08,3.22,10,73.83,5.82,79.45,89.94,Rotasi Tanaman,19.43
7308,1998,Argentina,Pampas,Rice,2195.05,3.38,0.74,2,63.52,32.97,25.54,45.06,Tanaman Tahan Kekeringan,-3.01
1857,1998,Argentina,Pampas,Soybeans,1838.65,17.36,2.232,8,11.62,9.55,80.77,89.48,Rotasi Tanaman,0.15
3094,1998,Argentina,Pampas,Vegetables,1547.44,25.31,0.45,10,76.84,12.32,90.21,98.3,Pertanian Organik,7.88
1919,1998,Argentina,Patagonia,Barley,1994.55,8.78,1.46,1,94.88,9.0,62.98,39.54,Tanaman Tahan Kekeringan,8.61
224,1998,Argentina,Patagonia,Rice,490.65,2.4,1.611,10,10.62,34.42,83.32,45.1,Rotasi Tanaman,27.2
3846,1998,Argentina,Patagonia,Vegetables,1145.68,14.85,2.1,8,89.76,14.83,58.52,80.88,Rotasi Tanaman,30.43
2425,1998,Argentina,Patagonia,Wheat,465.05,28.35,2.943,8,21.76,29.3,96.64,66.45,Rotasi Tanaman,22.32
1121,1999,Argentina,Northeast,Barley,239.5,14.12,2.529,5,30.43,12.32,27.32,62.1,Manajemen Air,22.87
3518,1999,Argentina,Northeast,Fruits,576.51,7.29,4.53,3,33.33,1.59,99.13,65.14,Pertanian Organik,18.62
5706,1999,Argentina,Northeast,Fruits,605.53,14.12,1.77,5,88.83,28.99,11.17,87.18,Rotasi Tanaman,23.15
4229,1999,Argentina,Northeast,Rice,376.78,13.14,1.575,3,20.58,49.31,95.73,84.62,Manajemen Air,18.88
782,1999,Argentina,Northeast,Vegetables,,29.39,1.845,10,23.2,5.42,25.3,43.95,Tanpa Adaptasi,20.08
